Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l8,90:9f:33:a4:06:5c,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:v5
2021.02.13 185851,77.0,24.0,40.23704303478261,11.574782317391303,-28.62417353043478,0.15646065360869563,0.43998443000000004,9.682655556521741,-0.004974753912869564,-0.005140059022608695,0.0030124951568695647,-0.045448762336340896,-0.01623182774561899,-1.2651666547941125,1015.2538187826087,-91.0,-100.0,-88.0,-100.0,-100.0,-100.0,-90.0,-100.0,-67.0,-66.0,-100.0,-50.0,-74.0,-66.0,-51.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-80.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-84.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-52.0,-80.0,-100.0,-100.0,-84.0,-100.0,-85.0,-100.0,-100.0,-100.0,-33.0,-100.0,-100.0,-34.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-71.0,-70.0,-100.0,-100.0,-78.0,-64.0,-64.0,-66.0,-60.0,-64.0,-51.0,-79.0,-90.0,-93.0,-90.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185908,77.0,23.0,14.429230478632478,-35.36717926495726,-32.61435853846154,0.2690182623760684,0.5278045805555555,9.678375038461537,0.00015165648042734926,-0.007283649083760684,0.0048518102232478644,-0.05440425112123128,-0.027700629984784803,-2.7134013970692954,1015.2524517948717,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-49.0,-76.0,-64.0,-52.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-83.0,-100.0,-100.0,-48.0,-100.0,-100.0,-66.0,-82.0,-70.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-48.0,-81.0,-100.0,-68.0,-83.0,-70.0,-87.0,-100.0,-100.0,-100.0,-33.0,-91.0,-100.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-71.0,-67.0,-67.0,-69.0,-67.0,-48.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190038,77.0,15.0,11.791966868852459,-30.503114286885246,-33.49131103278689,0.263389852204918,0.5863814526229509,9.689688979508198,-0.0023608339436885246,-0.006494368825409836,0.000917048958688525,-0.06041166772607893,-0.027180042394558984,-2.7219713926315308,1015.2525360655737,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-66.0,-100.0,-53.0,-70.0,-67.0,-53.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-53.0,-100.0,-100.0,-70.0,-89.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-53.0,-100.0,-100.0,-70.0,-89.0,-100.0,-84.0,-100.0,-100.0,-100.0,-36.0,-100.0,-100.0,-37.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-65.0,-65.0,-100.0,-100.0,-77.0,-70.0,-70.0,-70.0,-70.0,-70.0,-50.0,-77.0,-100.0,-100.0,-100.0,-100.0,-76.0,-78.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190050,77.0,14.0,11.799291752212387,-30.729026159292033,-31.41822974336283,0.12840093119115045,0.4109041698053097,9.67981999557522,0.001653569109115045,-0.006153310428761063,0.0026757789081415934,-0.04245169206514159,-0.013212476161605253,-2.7477754997996104,1015.2552124778761,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-71.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-79.0,-100.0,-65.0,-77.0,-76.0,-65.0,-39.0,-67.0,-100.0,-100.0,-100.0,-100.0,-74.0,-67.0,-74.0,-90.0,-91.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190103,78.0,14.0,31.81114999115044,8.019822852212389,-33.39982236283186,0.04913560403893805,0.5039206892424779,9.676429898230086,0.0010210801232743358,-0.0019853714738938054,-0.0023949431732743364,-0.05200789416254189,-0.00505894577303277,-1.2751625164420204,1015.2543688495575,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-60.0,-100.0,-100.0,-60.0,-39.0,-63.0,-100.0,-100.0,-100.0,-100.0,-68.0,-63.0,-68.0,-86.0,-100.0,-87.0,-86.0,-69.0,-89.0,-88.0,-100.0
2021.02.13 190113,79.0,14.0,32.08789865546218,6.230924278151262,-33.387226403361346,0.14651352237983192,0.5542645536134454,9.669630991596643,-0.0020860329052941177,-0.003995998042857143,0.008656961467226889,-0.05725789248567665,-0.01515097395876935,-1.327157079672613,1015.2516396638654,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-58.0,-91.0,-100.0,-73.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-74.0,-100.0,-58.0,-73.0,-72.0,-58.0,-47.0,-65.0,-100.0,-100.0,-100.0,-100.0,-62.0,-64.0,-64.0,-89.0,-100.0,-90.0,-100.0,-100.0,-88.0,-88.0,-100.0
2021.02.13 190246,79.0,22.0,-8.29433611681416,30.930265168141588,-39.7056632300885,0.15867897335398226,0.42048127255752205,9.665602690265487,-0.003465806104513274,-0.002152953984070796,0.005930123047256637,-0.043489083334539796,-0.01632188879307849,0.23004391261961607,1015.259402920354,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-90.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-66.0,-78.0,-100.0,-66.0,-47.0,-67.0,-100.0,-100.0,-100.0,-100.0,-70.0,-65.0,-70.0,-100.0,-100.0,-100.0,-100.0,-65.0,-87.0,-87.0,-65.0
2021.02.13 190257,79.0,23.0,-4.460347742608695,31.000173539130433,-35.37912997391304,0.21082110164695653,0.25591674600347825,9.685778526086954,-0.0017557594920000006,-0.005761548068260869,0.005907465328695654,-0.026392512882391517,-0.02174802149807949,0.11526220554242961,1015.258020173913,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-57.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-91.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-90.0,-100.0,-86.0,-100.0,-100.0,-100.0,-41.0,-100.0,-100.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-67.0,-73.0,-68.0,-67.0,-73.0,-50.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0
2021.02.13 190310,79.0,24.0,44.31716745132743,12.53362803539823,-32.691503938053096,0.16940023907964602,0.5351310174336283,9.65706381858407,0.003015852502654867,-0.005623533492920354,0.0003080002798230084,-0.05534985544473192,-0.01749606333174368,-1.2626727175923576,1015.2635579646018,-100.0,-73.0,-84.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-61.0,-100.0,-45.0,-71.0,-61.0,-46.0,-71.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-82.0,-100.0,-100.0,-45.0,-100.0,-100.0,-71.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-82.0,-100.0,-100.0,-45.0,-100.0,-100.0,-71.0,-82.0,-100.0,-82.0,-100.0,-100.0,-100.0,-33.0,-90.0,-100.0,-32.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-67.0,-68.0,-100.0,-100.0,-78.0,-66.0,-72.0,-68.0,-67.0,-72.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190320,80.0,24.0,45.83896487931035,15.620689375,-28.783965086206887,0.05929958228620689,0.33994574277586215,9.678236719827588,-0.002844967881982759,-0.0038276605948275866,0.0024366151260344824,-0.03509846605673621,-0.006132215481123807,-1.2242664633126095,1015.2597394827585,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-70.0,-80.0,-55.0,-75.0,-68.0,-56.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-43.0,-100.0,-100.0,-62.0,-82.0,-72.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-43.0,-100.0,-100.0,-62.0,-82.0,-72.0,-82.0,-100.0,-100.0,-100.0,-29.0,-91.0,-100.0,-29.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-67.0,-72.0,-73.0,-68.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190452,87.0,24.0,46.33380461061947,4.688495506194689,-31.890264991150442,-0.05907290369734513,0.5591161419469026,9.658229115044247,-0.0010818098273451331,-0.00876435390619469,0.003005538132035398,-0.057857444971404194,0.006104454794785472,-1.4299665605072427,1015.2597297345133,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-56.0,-77.0,-66.0,-56.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-78.0,-100.0,-100.0,-43.0,-100.0,-100.0,-69.0,-87.0,-67.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-78.0,-100.0,-100.0,-41.0,-100.0,-100.0,-69.0,-87.0,-72.0,-82.0,-100.0,-100.0,-100.0,-28.0,-100.0,-100.0,-29.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-67.0,-67.0,-80.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190503,88.0,24.0,46.13309688495575,6.13805300442478,-32.89752165486726,-0.09125789042654865,0.3323804325362832,9.671408305309736,-0.0030279292170796467,-0.0017042654862831864,-0.003005808426017699,-0.0343889479599563,0.009494319274764573,-1.4131256595122075,1015.261006637168,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-85.0,-55.0,-77.0,-75.0,-55.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-72.0,-82.0,-100.0,-100.0,-66.0,-100.0,-100.0,-66.0,-81.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-82.0,-100.0,-100.0,-66.0,-100.0,-100.0,-66.0,-82.0,-100.0,-83.0,-100.0,-100.0,-100.0,-41.0,-100.0,-100.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-81.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0
