Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:j3
2021.02.13 185829,75.0,24.0,56.604500375,2.0097727714423077,-33.93262927884616,-0.08894850493173077,0.40123053375,9.751913283653845,0.002794759000019231,-0.002284779430576923,-0.00033782112394230784,-0.04113897736757417,0.009119281107604535,-1.5100226287658398,1013.7152291346155,-75.0,-100.0,-68.0,-100.0,-75.0,-100.0,-85.0,-60.0,-55.0,-55.0,-100.0,-44.0,-63.0,-55.0,-43.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-61.0,-100.0,-100.0,-71.0,-81.0,-69.0,-76.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-61.0,-100.0,-100.0,-70.0,-80.0,-69.0,-76.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-63.0,-87.0,-100.0,-52.0,-100.0,-88.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-86.0,-67.0,-100.0,-100.0,-74.0,-74.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185840,76.0,24.0,50.53462985046728,-1.4057486293457941,-34.99369326168224,0.09871773731214956,0.44323203682242995,9.759196841121495,-0.004444257889841121,-0.0013562086550467291,0.008375902827149534,-0.045358982964235996,-0.010130275255301658,-1.5675131049111626,1013.717593738318,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-93.0,-100.0,-72.0,-100.0,-100.0,-100.0,-70.0,-100.0,-53.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-80.0,-100.0,-100.0,-52.0,-100.0,-100.0,-70.0,-81.0,-70.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-81.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-81.0,-70.0,-86.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-37.0,-100.0,-92.0,-100.0,-37.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-66.0,-66.0,-100.0,-100.0,-69.0,-100.0,-64.0,-100.0,-100.0,-64.0,-73.0,-73.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185851,77.0,24.0,47.18100621100918,-1.771032827522936,-37.65901144036697,-0.010333616596880734,0.5773008100917432,9.75680195412844,0.003651320563027523,-0.003929744910779816,0.0048871269553211,-0.05907365166231848,0.0010318340004933449,-1.5609788336885084,1013.7141511926607,-91.0,-100.0,-88.0,-100.0,-100.0,-100.0,-90.0,-100.0,-67.0,-66.0,-100.0,-50.0,-74.0,-66.0,-51.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-80.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-84.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-52.0,-80.0,-100.0,-100.0,-84.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-33.0,-100.0,-100.0,-100.0,-34.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-71.0,-70.0,-100.0,-100.0,-66.0,-100.0,-60.0,-100.0,-100.0,-64.0,-64.0,-64.0,-78.0,-79.0,-90.0,-93.0,-90.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185908,77.0,23.0,23.256560635514017,-46.351868532710284,-36.99668002803739,-0.050487142915887843,0.8984111544859814,9.728431915887851,0.006365599535607478,-0.0026193290189252334,0.0006196750111214952,-0.09215786151379066,0.005199461998026271,-2.6467412476227663,1013.7339457009346,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-49.0,-76.0,-64.0,-52.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-83.0,-100.0,-100.0,-48.0,-100.0,-100.0,-66.0,-82.0,-70.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-48.0,-81.0,-100.0,-68.0,-83.0,-70.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-33.0,-100.0,-91.0,-100.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-69.0,-100.0,-100.0,-71.0,-67.0,-67.0,-80.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190038,77.0,15.0,20.86962248598131,-40.33350617757008,-39.67960346728972,0.08297110125887851,0.5941984222429907,9.754846724299064,0.000543458748260374,-0.0023004953379345792,0.007721178002897197,-0.06086658561062585,-0.008488848150455326,-2.6309996787632737,1013.7567274766354,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-66.0,-100.0,-53.0,-70.0,-67.0,-53.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-53.0,-100.0,-100.0,-70.0,-89.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-53.0,-100.0,-100.0,-70.0,-89.0,-100.0,-84.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-36.0,-100.0,-100.0,-100.0,-37.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-65.0,-65.0,-100.0,-100.0,-70.0,-76.0,-70.0,-76.0,-100.0,-70.0,-70.0,-70.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190050,77.0,14.0,20.128412,-41.089838058252425,-37.46930517475728,0.1911168726601942,0.5894480155339807,9.758987359223301,0.003019756822135922,0.0027151318692233,-0.0005184359784466014,-0.06032470743922349,-0.019580589901221856,-2.6481187482482023,1013.7589935922331,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-71.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-39.0,-51.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-77.0,-74.0,-76.0,-74.0,-100.0,-100.0,-65.0,-65.0,-79.0,-67.0,-100.0,-100.0,-100.0,-100.0,-67.0,-90.0,-91.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 190103,78.0,14.0,40.04624805714285,-5.180553446666667,-41.07256435238096,0.02267611405333333,0.7059415343809523,9.733047452380953,0.0026891438433047613,0.005054356476000001,-0.00565628395952381,-0.07235871989812166,-0.0024172044379936032,-1.625423576718285,1013.7567063809523,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-39.0,-51.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-68.0,-100.0,-100.0,-60.0,-60.0,-80.0,-63.0,-100.0,-100.0,-100.0,-100.0,-63.0,-86.0,-100.0,-87.0,-86.0,-69.0,-89.0,-88.0,-100.0,-100.0,-100.0
2021.02.13 190113,79.0,14.0,40.68917282568807,-7.6025256431192645,-39.87214491743118,-0.09680738630366975,0.7009079699082568,9.743073587155965,0.004608239465871558,0.0035967753303394506,-0.001800639274587156,-0.07180472610330359,0.009930759310076026,-1.6867347376062236,1013.7597359633027,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-58.0,-91.0,-100.0,-73.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-50.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-73.0,-62.0,-72.0,-64.0,-100.0,-100.0,-58.0,-58.0,-74.0,-65.0,-100.0,-100.0,-100.0,-100.0,-64.0,-89.0,-100.0,-90.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0
2021.02.13 190246,79.0,22.0,-3.0251906726415094,20.94767555660377,-47.69835468867925,-0.01820820714528302,0.518195745754717,9.756949226415095,0.0020738199799245276,-0.004117794790367925,0.0034626667766792445,-0.05305437996702369,0.0018322804321112955,0.1321134035528268,1013.7736163207546,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-90.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-53.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-70.0,-100.0,-70.0,-100.0,-100.0,-66.0,-66.0,-80.0,-67.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-65.0,-87.0,-87.0,-65.0,-100.0,-100.0
2021.02.13 190257,79.0,23.0,3.2086490247706427,19.330012862385317,-42.58595149541284,0.05997281823577981,0.5660087606422018,9.748537371559632,0.0023428046236238535,-0.001222886574908257,0.000863037324678899,-0.05796285570009581,-0.006206866883893828,-0.15839955190179544,1013.7682592660551,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-57.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-91.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-90.0,-100.0,-86.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-41.0,-100.0,-100.0,-100.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-67.0,-100.0,-100.0,-67.0,-73.0,-73.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
2021.02.13 190310,79.0,24.0,51.59801483809523,-3.0980705276190474,-40.368995590476196,-0.06926380169523809,0.7174361528571429,9.742846133333334,0.010656661974666666,-0.005774837991442857,-0.004332513619657143,-0.07352640756538932,0.007079106537968862,-1.5726751055036272,1013.7732266666667,-100.0,-73.0,-84.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-61.0,-100.0,-45.0,-71.0,-61.0,-46.0,-71.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-82.0,-100.0,-100.0,-45.0,-100.0,-100.0,-71.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-82.0,-100.0,-100.0,-45.0,-100.0,-100.0,-71.0,-82.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-33.0,-100.0,-90.0,-100.0,-32.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-67.0,-68.0,-100.0,-100.0,-68.0,-76.0,-67.0,-77.0,-100.0,-66.0,-72.0,-72.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
