Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:cs:a0:de:07,00:1a:cs:a0:de:08,00:1a:cs:a0:de:13,00:1a:cs:a0:de:29,00:1a:cs:a0:de:34,00:1a:cs:a0:de:36,00:1a:cs:a0:de:39,00:1a:cs:a0:de:40,00:1a:cs:a0:de:48,00:1a:cs:a0:de:55,00:1a:cs:a0:de:56,00:1a:cs:a0:de:57,00:1a:cs:a0:de:58,00:1a:cs:a0:de:59,00:1a:cs:a0:de:61,00:1a:cs:a0:de:63,00:1a:cs:a0:de:64,00:1a:cs:a0:de:65,00:1a:cs:a0:de:66,00:1a:cs:a0:de:67,00:1a:cs:a0:de:69,00:1a:cs:a0:de:70,00:1a:cs:a0:de:71,00:1a:cs:a0:de:73,00:1a:cs:a0:de:74,00:1a:cs:a0:de:75,00:1a:cs:a0:de:76,00:1a:cs:a0:de:78,00:1a:cs:a0:de:79,00:1a:cs:a0:de:82,00:1a:cs:a0:de:83,00:1a:cs:a0:de:85,00:1a:cs:a0:de:86,00:1a:cs:a0:de:87,00:1a:cs:a0:de:88,00:1a:cs:a0:de:89,00:1a:cs:a0:de:90,00:1a:cs:a0:de:92,00:1a:cs:a0:de:93,00:1a:cs:a0:de:95,00:1a:cs:a0:de:96,00:1a:cs:a0:de:97,00:1a:cs:a0:de:99,00:1a:cs:a0:df:02,00:1a:cs:a0:df:03,00:1a:cs:a0:df:04,00:1a:cs:a0:df:05,00:1a:cs:a0:df:06,00:1a:cs:a0:df:08,00:1a:cs:a0:df:09,00:1a:cs:a0:df:10,00:1a:cs:a0:df:11,00:1a:cs:a0:df:12,00:1a:cs:a0:df:13,00:1a:cs:a0:df:14,00:1a:cs:a0:df:15,00:1a:cs:a0:df:17,00:1a:cs:a0:df:18,00:1a:cs:a0:df:21,00:1a:cs:a0:df:22,00:1a:cs:a0:df:24,00:1a:cs:a0:df:25,00:1a:cs:a0:df:26,00:1a:cs:a0:df:27,00:1a:cs:a0:df:28,00:1a:cs:a0:df:29,00:1a:cs:a0:df:31,00:1a:cs:a0:df:32,00:1a:cs:a0:df:34,00:1a:cs:a0:df:35,00:1a:cs:a0:df:36,00:1a:cs:a0:df:37,00:1a:cs:a0:de:01,00:1a:cs:a0:de:05,00:1a:cs:a0:de:09,00:1a:cs:a0:de:11,00:1a:cs:a0:de:25,00:1a:cs:a0:de:30,00:1a:cs:a0:de:32,00:1a:cs:a0:de:33,00:1a:cs:a0:de:37,00:1a:cs:a0:de:44,00:1a:cs:a0:de:47,00:1a:cs:a0:de:62,00:1a:cs:a0:de:84,00:1a:cs:a0:de:91,00:1a:cs:a0:de:94,00:1a:cs:a0:df:01,00:1a:cs:a0:df:23,00:1a:cs:a0:df:30,00:1a:cs:a0:df:33,00:1a:cs:a0:de:23,00:1a:cs:a0:de:24,00:1a:cs:a0:de:43,00:1a:cs:a0:de:54,00:1a:cs:a0:de:68,00:1a:cs:a0:df:07,00:1a:cs:a0:de:28,00:1a:cs:a0:de:31,00:1a:cs:a0:de:60,00:1a:cs:a0:de:02,00:1a:cs:a0:de:51,00:1a:cs:a0:de:49,00:1a:cs:a0:de:27,00:1a:cs:a0:de:42,00:1a:cs:a0:de:50,00:1a:cs:a0:de:46,44:1e:98:03:8c:7c,44:1e:98:43:8c:7c,00:1a:cs:a0:de:15,00:1a:cs:a0:de:14,90:9f:33:a4:06:5e,00:1a:cs:a0:de:10,00:1a:cs:a0:de:45,00:1a:cs:a0:de:72,9c:d6:43:c8:11:b6,f0:b0:52:29:88:9c,f0:b0:52:69:88:9c,f0:b0:52:2a:1f:ac,00:1a:cs:a0:de:12,00:1a:cs:a0:de:06,00:1a:cs:a0:de:26,90:9f:33:3d:46:6c,88:36:6c:da:57:98,00:1a:cs:a0:de:80,00:1a:cs:a0:de:04,00:1a:cs:a0:de:16,00:1a:cs:a0:de:19,00:1a:cs:a0:df:19,00:1a:cs:a0:de:81,00:1a:cs:a0:de:98,00:1a:cs:a0:df:20,00:1a:cs:a0:de:18,00:1a:cs:a0:de:77,00:1a:cs:a0:df:16,00:1a:cs:a0:de:17,00:1a:cs:a0:de:20,00:1a:cs:a0:de:41,00:1a:cs:a0:de:35
2021.02.11 150952,67.0,24.0,28.101538042735047,3.7082050675213676,-29.632307299145296,-0.19950243728547012,0.28029386289230773,10.00278900854701,0.002136065261623932,0.0037775437675213676,0.0006999680485470088,-0.02802285224469932,0.019983348560531414,-1.4059820419702775,1017.4336782051282,-90.0,-100.0,-61.0,-61.0,-72.0,-66.0,-66.0,-66.0,-100.0,-100.0,-62.0,-74.0,-59.0,-61.0,-100.0,-47.0,-51.0,-83.0,-75.0,-81.0,-86.0,-74.0,-79.0,-87.0,-67.0,-82.0,-100.0,-57.0,-79.0,-69.0,-86.0,-100.0,-75.0,-76.0,-61.0,-76.0,-100.0,-100.0,-85.0,-56.0,-72.0,-79.0,-100.0,-47.0,-52.0,-100.0,-100.0,-81.0,-86.0,-74.0,-79.0,-100.0,-85.0,-68.0,-82.0,-100.0,-57.0,-79.0,-69.0,-86.0,-100.0,-75.0,-75.0,-60.0,-76.0,-100.0,-100.0,-86.0,-56.0,-72.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-83.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-84.0,-84.0,-100.0,-92.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151004,68.0,24.0,26.25473646491228,-0.2057894645614035,-29.884210087719303,-0.17062358296491223,0.29037932887719303,10.00884575877193,0.0046972750311403515,-8.467455035087746e-05,-0.004274063301842107,-0.029000230448059047,0.017037450236864673,-1.543976014120537,1017.4242221929825,-89.0,-91.0,-62.0,-62.0,-72.0,-66.0,-69.0,-71.0,-82.0,-74.0,-57.0,-66.0,-54.0,-62.0,-82.0,-48.0,-56.0,-100.0,-75.0,-79.0,-82.0,-74.0,-78.0,-83.0,-100.0,-79.0,-100.0,-64.0,-77.0,-59.0,-85.0,-100.0,-68.0,-78.0,-57.0,-78.0,-89.0,-90.0,-100.0,-57.0,-67.0,-80.0,-81.0,-48.0,-56.0,-100.0,-75.0,-79.0,-82.0,-75.0,-78.0,-100.0,-83.0,-100.0,-79.0,-100.0,-62.0,-78.0,-60.0,-85.0,-100.0,-67.0,-77.0,-57.0,-78.0,-90.0,-89.0,-86.0,-57.0,-67.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-75.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-85.0,-100.0,-92.0,-85.0,-93.0,-86.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151016,69.0,24.0,20.5424997,3.2224999491666666,-25.906999641666662,-0.18619476995333334,0.08936630617500001,10.022574020833334,0.0021972825741666665,-0.0024086417678333342,-0.0037529523455000005,-0.008928578453924248,0.018477525347164635,-1.398752784729004,1017.4182975000001,-100.0,-100.0,-69.0,-73.0,-74.0,-68.0,-67.0,-69.0,-82.0,-82.0,-54.0,-63.0,-54.0,-64.0,-100.0,-56.0,-60.0,-80.0,-68.0,-81.0,-87.0,-72.0,-79.0,-75.0,-64.0,-75.0,-100.0,-54.0,-71.0,-67.0,-85.0,-87.0,-100.0,-78.0,-56.0,-82.0,-100.0,-88.0,-86.0,-59.0,-70.0,-100.0,-100.0,-57.0,-60.0,-70.0,-69.0,-80.0,-86.0,-73.0,-80.0,-80.0,-78.0,-65.0,-75.0,-100.0,-50.0,-71.0,-68.0,-84.0,-87.0,-73.0,-78.0,-58.0,-82.0,-100.0,-88.0,-85.0,-56.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151027,70.0,24.0,13.467272527272725,2.4392726836363634,-25.19236336363636,-0.18990952413818182,0.08382138352727275,9.995291936363639,0.002837302523727273,-0.0004399895689090913,-0.003594220233545455,-0.00837542906996198,0.01906003285376668,-1.36433608640324,1017.4103194545456,-100.0,-100.0,-68.0,-73.0,-71.0,-69.0,-70.0,-72.0,-88.0,-80.0,-56.0,-65.0,-54.0,-60.0,-80.0,-50.0,-61.0,-81.0,-100.0,-79.0,-84.0,-72.0,-79.0,-80.0,-62.0,-72.0,-100.0,-59.0,-70.0,-60.0,-81.0,-88.0,-75.0,-73.0,-66.0,-80.0,-100.0,-88.0,-79.0,-62.0,-69.0,-100.0,-78.0,-49.0,-60.0,-81.0,-73.0,-79.0,-83.0,-74.0,-80.0,-67.0,-80.0,-62.0,-73.0,-100.0,-54.0,-71.0,-59.0,-81.0,-90.0,-100.0,-74.0,-65.0,-80.0,-88.0,-87.0,-87.0,-61.0,-69.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-91.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-88.0,-100.0,-91.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151039,71.0,24.0,9.849026386725665,5.372389298230088,-25.017344805309733,-0.19639409820353984,0.24627129314690263,10.016480442477876,0.0035053720013274343,-5.3566918407079345e-05,-0.004176188582831859,-0.024600032330980376,0.019570472219081106,-0.9950757538322854,1017.401798761062,-100.0,-100.0,-75.0,-72.0,-74.0,-65.0,-73.0,-78.0,-100.0,-84.0,-49.0,-64.0,-50.0,-56.0,-67.0,-59.0,-60.0,-100.0,-100.0,-80.0,-83.0,-72.0,-81.0,-76.0,-63.0,-75.0,-84.0,-52.0,-70.0,-61.0,-76.0,-100.0,-75.0,-80.0,-61.0,-84.0,-100.0,-100.0,-88.0,-64.0,-72.0,-73.0,-58.0,-60.0,-60.0,-100.0,-74.0,-79.0,-85.0,-73.0,-81.0,-65.0,-77.0,-63.0,-76.0,-84.0,-52.0,-70.0,-61.0,-77.0,-100.0,-75.0,-79.0,-61.0,-83.0,-100.0,-100.0,-88.0,-64.0,-72.0,-73.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151051,72.0,24.0,12.258749776785715,6.229821353571428,-25.92696397321429,-0.18910495462857144,0.072704718775,10.02036069642857,0.006366437825267857,-0.0007582145689285711,-0.0038474912541964263,-0.007275915088289985,0.018862741629485553,-1.0673618646604675,1017.3972360714286,-100.0,-100.0,-76.0,-76.0,-68.0,-74.0,-74.0,-76.0,-90.0,-100.0,-56.0,-68.0,-48.0,-47.0,-79.0,-52.0,-60.0,-100.0,-76.0,-83.0,-84.0,-67.0,-81.0,-75.0,-60.0,-73.0,-90.0,-60.0,-69.0,-57.0,-78.0,-100.0,-78.0,-79.0,-65.0,-81.0,-91.0,-100.0,-100.0,-68.0,-81.0,-73.0,-78.0,-51.0,-61.0,-100.0,-75.0,-82.0,-100.0,-67.0,-81.0,-74.0,-73.0,-60.0,-73.0,-88.0,-53.0,-69.0,-56.0,-78.0,-100.0,-77.0,-79.0,-64.0,-81.0,-100.0,-100.0,-100.0,-68.0,-81.0,-74.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151101,73.0,24.0,18.89999978571429,4.8498213607142855,-28.82999961607143,-0.22414260160714283,0.2146510116803571,10.001527214285716,-0.0006857836390178578,-0.0020126702048214296,0.0005212862531250002,-0.021467687845870338,0.022382026698323853,-1.2778316863945551,1017.3962613392857,-100.0,-100.0,-68.0,-77.0,-78.0,-76.0,-78.0,-81.0,-84.0,-89.0,-58.0,-68.0,-47.0,-59.0,-80.0,-50.0,-66.0,-100.0,-75.0,-83.0,-85.0,-100.0,-82.0,-81.0,-58.0,-77.0,-100.0,-52.0,-68.0,-56.0,-82.0,-100.0,-76.0,-78.0,-66.0,-86.0,-90.0,-90.0,-100.0,-71.0,-84.0,-76.0,-79.0,-51.0,-65.0,-100.0,-76.0,-82.0,-84.0,-79.0,-82.0,-70.0,-80.0,-58.0,-77.0,-85.0,-54.0,-68.0,-60.0,-82.0,-100.0,-76.0,-78.0,-65.0,-87.0,-100.0,-89.0,-100.0,-71.0,-84.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151112,74.0,24.0,25.559454172727275,4.555090837272727,-29.668363281818184,-0.1664020991,0.27484098178181815,10.00541322272727,0.0035536808215454545,-0.0009675548229090912,-0.00037884757209090967,-0.027488188019064635,0.016631254239335,-1.3583892529661006,1017.3901573636364,-100.0,-100.0,-72.0,-100.0,-80.0,-73.0,-81.0,-82.0,-86.0,-86.0,-59.0,-67.0,-44.0,-63.0,-80.0,-56.0,-67.0,-84.0,-78.0,-80.0,-82.0,-76.0,-80.0,-90.0,-57.0,-70.0,-100.0,-54.0,-73.0,-60.0,-80.0,-100.0,-75.0,-78.0,-73.0,-85.0,-90.0,-91.0,-91.0,-73.0,-85.0,-78.0,-100.0,-57.0,-68.0,-100.0,-77.0,-80.0,-80.0,-65.0,-80.0,-100.0,-89.0,-56.0,-70.0,-100.0,-53.0,-73.0,-60.0,-80.0,-100.0,-75.0,-78.0,-73.0,-86.0,-90.0,-100.0,-89.0,-72.0,-85.0,-78.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151123,75.0,24.0,31.470810315315322,6.841621506306308,-31.189729243243242,-0.26682143536936936,0.037122043726126125,10.0058038018018,0.00028117409765765803,-0.0019653515609009005,-9.532837477477434e-05,-0.0036917427504384783,0.0266468590922519,-1.3467722980825751,1017.3918861261262,-100.0,-100.0,-74.0,-87.0,-84.0,-100.0,-83.0,-82.0,-100.0,-89.0,-55.0,-70.0,-48.0,-62.0,-100.0,-49.0,-71.0,-86.0,-79.0,-80.0,-100.0,-73.0,-83.0,-85.0,-58.0,-72.0,-85.0,-49.0,-70.0,-54.0,-78.0,-100.0,-73.0,-76.0,-73.0,-100.0,-90.0,-100.0,-91.0,-76.0,-84.0,-71.0,-100.0,-59.0,-71.0,-100.0,-79.0,-80.0,-100.0,-67.0,-83.0,-76.0,-84.0,-59.0,-72.0,-86.0,-48.0,-70.0,-54.0,-78.0,-100.0,-73.0,-77.0,-73.0,-100.0,-90.0,-100.0,-90.0,-76.0,-85.0,-72.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-91.0,-100.0,-100.0,-81.0,-88.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151135,76.0,24.0,36.129188657657664,8.203243108108108,-33.12486448648649,-0.145252671227027,0.12967910023603604,10.016286842342344,0.0031979182806306313,-0.0028238649246846853,-0.0022416111856756768,-0.012926991897066696,0.014441696854585087,-1.3323392363281938,1017.3829818918917,-100.0,-100.0,-71.0,-81.0,-80.0,-79.0,-79.0,-82.0,-90.0,-100.0,-67.0,-66.0,-52.0,-61.0,-88.0,-60.0,-68.0,-80.0,-78.0,-82.0,-100.0,-67.0,-82.0,-83.0,-63.0,-70.0,-81.0,-53.0,-71.0,-51.0,-72.0,-100.0,-78.0,-77.0,-75.0,-88.0,-100.0,-90.0,-89.0,-67.0,-86.0,-71.0,-87.0,-59.0,-68.0,-100.0,-74.0,-83.0,-100.0,-72.0,-82.0,-70.0,-83.0,-63.0,-70.0,-82.0,-53.0,-71.0,-50.0,-73.0,-100.0,-77.0,-77.0,-75.0,-89.0,-100.0,-92.0,-89.0,-100.0,-86.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-79.0,-86.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151146,77.0,24.0,34.44521700000001,11.689043239130434,-34.258955982608704,-0.11198960149043478,0.16204035449913043,10.014543617391306,0.0005778253397391304,-0.0035042151688695652,-0.0025323286372173908,-0.01620255006343102,0.011151158118762206,-1.2250600192857826,1017.3778578260869,-100.0,-100.0,-71.0,-88.0,-82.0,-84.0,-79.0,-84.0,-100.0,-100.0,-55.0,-70.0,-55.0,-61.0,-86.0,-57.0,-66.0,-100.0,-75.0,-82.0,-85.0,-69.0,-83.0,-81.0,-51.0,-66.0,-80.0,-45.0,-63.0,-54.0,-74.0,-100.0,-76.0,-76.0,-79.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-85.0,-58.0,-66.0,-100.0,-75.0,-83.0,-100.0,-70.0,-83.0,-77.0,-80.0,-51.0,-66.0,-80.0,-44.0,-63.0,-54.0,-74.0,-100.0,-76.0,-77.0,-79.0,-100.0,-100.0,-100.0,-88.0,-78.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-79.0,-90.0,-100.0,-100.0,-77.0,-84.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151157,78.0,24.0,30.70672530088496,10.327964367256637,-33.56814128318584,-0.23383377632389377,0.07562094463539824,10.020379088495577,0.002153900147168141,-0.005140506537699116,-0.0015651448607079646,-0.007558334558796257,0.023331029671326695,-1.2298503322938903,1017.3779844247787,-100.0,-100.0,-69.0,-87.0,-86.0,-82.0,-77.0,-100.0,-100.0,-100.0,-58.0,-65.0,-51.0,-60.0,-85.0,-62.0,-68.0,-84.0,-76.0,-83.0,-78.0,-100.0,-80.0,-78.0,-44.0,-61.0,-78.0,-49.0,-63.0,-52.0,-79.0,-100.0,-74.0,-78.0,-76.0,-100.0,-100.0,-88.0,-89.0,0.0,-87.0,-69.0,-85.0,-62.0,-68.0,-100.0,-66.0,-84.0,-83.0,-100.0,-81.0,-75.0,-78.0,-48.0,-61.0,-78.0,-48.0,-63.0,-52.0,-78.0,-100.0,-74.0,-78.0,-76.0,-100.0,-100.0,-87.0,-87.0,0.0,-89.0,-69.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-83.0,-100.0,-80.0,-86.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151215,78.0,23.0,12.075817936363638,-31.548545063636368,-29.198726709090906,-0.13928149454909092,0.20512405262545452,10.004237881818183,0.008418389445545455,0.0028475760965454536,-0.005487902039090909,-0.020508508739426744,0.014004397626161872,-2.781820966980674,1017.3735756363636,-100.0,-100.0,-77.0,-90.0,-84.0,-100.0,-81.0,-100.0,-100.0,-100.0,-57.0,-64.0,-53.0,-62.0,-81.0,-58.0,-70.0,-100.0,-75.0,-84.0,-100.0,-68.0,-82.0,-80.0,-46.0,-62.0,-74.0,-47.0,-62.0,-50.0,-73.0,-100.0,-77.0,-80.0,-69.0,-100.0,-100.0,-100.0,-89.0,-79.0,-89.0,-74.0,-80.0,-58.0,-70.0,-100.0,-74.0,-83.0,-100.0,-67.0,-83.0,-68.0,-80.0,-46.0,-62.0,-75.0,-47.0,-61.0,-51.0,-73.0,-100.0,-77.0,-80.0,-72.0,-100.0,-100.0,-100.0,-88.0,-79.0,-88.0,-74.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-67.0,-80.0,-100.0,-100.0,-66.0,-78.0,-84.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 151226,78.0,22.0,8.924999819642858,-33.276428294642855,-28.38749963392857,-0.14171114056785714,0.3185881916607142,10.000244482142856,0.004855636853839286,-0.00038733218767857163,-0.0024948609623214285,-0.03183999625200933,0.014181884573969997,-2.8849017258201326,1017.3710475892857,-100.0,-100.0,-76.0,-100.0,-87.0,-85.0,-88.0,-100.0,-100.0,-100.0,-56.0,-55.0,-64.0,-63.0,-100.0,-64.0,-64.0,-100.0,-84.0,-84.0,-90.0,-82.0,-88.0,-72.0,-47.0,-65.0,-63.0,-64.0,-69.0,-56.0,-73.0,-100.0,-81.0,-88.0,-75.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-64.0,-100.0,-61.0,-64.0,-100.0,-83.0,-84.0,-90.0,-83.0,-87.0,-70.0,-72.0,-46.0,-65.0,-67.0,-62.0,-70.0,-56.0,-73.0,-100.0,-81.0,-88.0,-75.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-64.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-70.0,-79.0,-70.0,-69.0,-71.0,-69.0,-77.0,-69.0,-88.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0
