Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:be:a0:de:39,00:1a:be:a0:de:52,00:1a:be:a0:de:64,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:01,00:1a:be:a0:df:02,00:1a:be:a0:df:03,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:20,00:1a:be:a0:df:22,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:36,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:57,00:1a:be:a0:df:58,00:1a:be:a0:df:64,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:40,00:1a:be:a0:de:43,00:1a:be:a0:de:53,00:1a:be:a0:de:66,00:1a:be:a0:df:12,00:1a:be:a0:df:68,00:1a:be:a0:df:74,00:1a:be:a0:de:80,00:1a:be:a0:de:37,00:1a:be:a0:de:48,00:1a:be:a0:df:13,00:1a:be:a0:df:69,00:1a:be:a0:de:56,00:1a:be:a0:de:59,00:1a:be:a0:de:84,00:1a:be:a0:df:34,00:1a:be:a0:df:40,00:1a:be:a0:de:78,00:1a:be:a0:de:65,00:1a:be:a0:df:21,00:1a:be:a0:de:82,00:1a:be:a0:df:38,00:1a:be:a0:de:81,00:1a:be:a0:df:14,00:1a:be:a0:df:37,00:1a:be:a0:df:70,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:df:23,00:1a:be:a0:df:06,00:1a:be:a0:de:79,00:1a:be:a0:df:35,00:1a:be:a0:de:83,00:1a:be:a0:df:15,00:1a:be:a0:df:39,00:1a:be:a0:df:71,00:1a:be:a0:de:38,00:1a:be:a0:de:51,00:1a:be:a0:de:68,00:1a:be:a0:df:24,00:1a:be:a0:de:60,00:1a:be:a0:de:05,00:1a:be:a0:df:09,00:1a:be:a0:df:65,00:1a:be:a0:de:33,00:1a:be:a0:de:32,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:de:86,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:de:55,00:1a:be:a0:de:88,00:1a:be:a0:de:41,00:1a:be:a0:de:49,00:1a:be:a0:de:54,00:1a:be:a0:df:10,00:1a:be:a0:df:66,00:1a:be:a0:df:42,00:1a:be:a0:de:70,00:1a:be:a0:de:08,00:1a:be:a0:de:12,00:1a:be:a0:de:69,00:1a:be:a0:df:25,00:1a:be:a0:de:74,00:1a:be:a0:df:26,00:1a:be:a0:de:85,00:1a:be:a0:de:62,00:1a:be:a0:df:30,00:1a:be:a0:df:41,00:1a:be:a0:df:18,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:de:98,00:1a:be:a0:de:87,00:1a:be:a0:df:43,00:1a:be:a0:df:54,00:1a:be:a0:de:71,00:1a:be:a0:de:75,00:1a:be:a0:df:27,00:1a:be:a0:df:31,00:1a:be:a0:de:17,00:1a:be:a0:df:04,00:1a:be:a0:df:59,00:1a:be:a0:de:15,00:1a:be:a0:df:05,00:1a:be:a0:df:60,00:1a:be:a0:de:63,00:1a:be:a0:df:19,00:1a:be:a0:de:02,00:1a:be:a0:de:99,00:1a:be:a0:df:55,00:1a:be:a0:de:16,00:1a:be:a0:de:77,00:1a:be:a0:de:27,00:1a:be:a0:de:30,00:1a:be:a0:df:33,00:1a:be:a0:de:26,00:1a:be:a0:de:61,00:1a:be:a0:df:61,00:1a:be:a0:de:01,00:1a:be:a0:de:03,00:1a:be:a0:de:04,00:1a:be:a0:de:24
2021.05.19 172247,88.0,83.0,31.344090469696972,-11.353181560606059,-31.88045425,-0.5893362311363636,0.8130376843181818,9.906330166666665,0.008377072566666668,-0.0043768124980303035,-0.0037974902984242408,-0.08188436202930677,0.05920092813727074,-1.8537957252878132,1003.3000247727274,-100.0,-100.0,-67.0,-53.0,-50.0,-74.0,-80.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-83.0,-100.0,-100.0,-74.0,-100.0,-66.0,-55.0,-54.0,-50.0,-67.0,-73.0,-80.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-84.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-60.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-62.0,-62.0,-83.0,-100.0,-100.0,-71.0,-100.0,-70.0,-75.0,-75.0,-71.0,-71.0,-80.0,-71.0,-79.0,-71.0,-100.0,-100.0,-65.0,-65.0,-100.0,-80.0,-80.0,-88.0,-93.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172258,87.0,84.0,31.568142264285715,-11.774999721428571,-32.04985682857143,-0.49142490675,0.9382820945714286,9.916607414285714,0.001913404495,0.0014576118194285714,-5.4976211857147135e-06,-0.0942331438085862,0.0495417575451678,-1.849068649326052,1003.2931777857144,-100.0,-100.0,-71.0,-51.0,-48.0,-74.0,-84.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-87.0,-100.0,-100.0,-69.0,-100.0,-72.0,-52.0,-51.0,-48.0,-62.0,-74.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-69.0,-91.0,-100.0,-100.0,-100.0,-85.0,-100.0,-52.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-63.0,-62.0,-84.0,-100.0,-100.0,-63.0,-100.0,-63.0,-74.0,-74.0,-72.0,-72.0,-80.0,-70.0,-79.0,-70.0,-100.0,-100.0,-67.0,-67.0,-100.0,-80.0,-79.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-87.0,-87.0,-90.0,-100.0,-86.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172311,86.0,85.0,31.563477804347826,-11.5878258115942,-31.82956463768116,-0.4926133671739131,0.853003778768116,9.905253659420291,0.00814347090326087,-0.0005395886742028976,-0.005353224541376812,-0.0859608793550211,0.04963276941545195,-1.8523524187613225,1003.288665,-100.0,-100.0,-68.0,-47.0,-43.0,-80.0,-84.0,-88.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-70.0,-92.0,-68.0,-60.0,-47.0,-44.0,-63.0,-80.0,-83.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-61.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-60.0,-60.0,-86.0,-100.0,-79.0,-66.0,-89.0,-66.0,-73.0,-73.0,-69.0,-70.0,-79.0,-68.0,-79.0,-68.0,-100.0,-100.0,-72.0,-72.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-84.0,-83.0,-100.0,-100.0,-90.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172323,85.0,86.0,32.07818143181819,-11.927726965909091,-31.50181766666667,-0.6328503623484849,0.8814014818939395,9.911046147727271,0.00651208272159091,-0.0038075971472727277,-0.003917812116575757,-0.08863601633206458,0.06367908119732003,-1.8595073521137238,1003.2826831060609,-100.0,-100.0,0.0,-45.0,-45.0,-73.0,-82.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-83.0,-100.0,-100.0,-74.0,-100.0,0.0,0.0,-44.0,-45.0,-63.0,-74.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,0.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-57.0,-57.0,-86.0,-100.0,-100.0,-60.0,-100.0,-60.0,-71.0,-71.0,-69.0,-69.0,-81.0,-67.0,-82.0,-67.0,-100.0,-100.0,-75.0,-75.0,-87.0,-75.0,-76.0,-84.0,-100.0,-86.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-87.0,-86.0,-93.0,-100.0,-86.0,-87.0,-100.0,-90.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172335,84.0,87.0,31.678646195488717,-11.06661639849624,-32.23127771428572,-0.6007649516541352,0.5308989345112781,9.946519609022555,0.003559984987593985,-0.001629554292857143,-0.0017708064323007516,-0.05327887344349142,0.06033574992832829,-1.872216286515831,1003.2838010526316,-100.0,-100.0,-64.0,-43.0,-42.0,-72.0,-83.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-91.0,-67.0,-68.0,-43.0,-42.0,-67.0,-72.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-90.0,-100.0,-100.0,-100.0,-87.0,-100.0,-68.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-61.0,-61.0,-87.0,-100.0,-90.0,-57.0,-91.0,-57.0,-73.0,-74.0,-78.0,-78.0,-79.0,-67.0,-79.0,-67.0,-100.0,-100.0,-73.0,-72.0,-84.0,-68.0,-68.0,-89.0,-100.0,-90.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-81.0,-81.0,-89.0,-92.0,-100.0,-88.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172346,83.0,88.0,31.19130401449275,-12.349564949275361,-31.936086601449276,-0.5155498254347826,0.7579441242753624,9.934470829710143,0.004296790622826088,0.0005006528893478268,-0.00384819437284058,-0.07607053827656347,0.051838282833172745,-1.8903799955395684,1003.2802099999999,-100.0,-100.0,-64.0,-40.0,-43.0,-73.0,-81.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-90.0,-64.0,-64.0,-40.0,-43.0,-70.0,-72.0,-82.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-62.0,-62.0,-100.0,-100.0,-100.0,-59.0,-100.0,-59.0,-70.0,-70.0,-75.0,-75.0,-82.0,-70.0,-82.0,-71.0,-100.0,-100.0,-81.0,-81.0,-86.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-78.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172359,82.0,89.0,31.293236935251798,-12.649640025179856,-32.10776937410072,-0.4769085377841726,0.7212623677697841,9.934225111510791,0.0013210597500000014,0.0013583226102158274,-0.0042773794263741005,-0.07243099350401819,0.04793591653800853,-1.9009056563000026,1003.2762797122302,-100.0,-100.0,-68.0,-37.0,-40.0,-79.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-65.0,-100.0,-69.0,-70.0,-38.0,-40.0,-66.0,-78.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-60.0,-60.0,-89.0,-100.0,-100.0,-62.0,-100.0,-61.0,-69.0,-69.0,-75.0,-75.0,-77.0,-68.0,-76.0,-68.0,-100.0,-100.0,-79.0,-79.0,-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-78.0,-78.0,-91.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-92.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172413,81.0,90.0,31.616470102941175,-14.223529099264706,-32.044411249999996,-0.49415367477941174,0.7524536726470589,9.941803650735293,0.0048233559283088236,0.001725442846029412,0.003106321892794118,-0.07549045848495815,0.04968260970952752,-1.941527165034238,1003.2756460294117,-100.0,-100.0,-60.0,-41.0,-43.0,-76.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-65.0,-88.0,-61.0,-73.0,-41.0,-43.0,-60.0,-76.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-56.0,-55.0,-88.0,-100.0,-100.0,-65.0,-100.0,-65.0,-72.0,-72.0,-75.0,-74.0,-76.0,-67.0,-76.0,-67.0,-100.0,-100.0,-82.0,-81.0,-80.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-90.0,-77.0,-77.0,-100.0,-100.0,-86.0,-88.0,-91.0,-81.0,-81.0,-90.0,-82.0,-84.0,-87.0,-83.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172430,80.0,89.0,15.273777525925926,25.11955523703704,-38.70533276296297,-0.5596218323318518,0.9380946046666666,9.919498218518518,0.007823283476666665,-0.0002526494180740747,-0.006065507207540741,-0.09422702322955483,0.0563650847485944,-0.4268015265464783,1003.2765650370369,-100.0,-100.0,-59.0,-38.0,-45.0,-77.0,-84.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-87.0,-100.0,-100.0,-62.0,-100.0,-59.0,-69.0,-38.0,-45.0,-65.0,-77.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-55.0,-55.0,-100.0,-100.0,-93.0,-57.0,-100.0,-57.0,-69.0,-69.0,-73.0,-73.0,-80.0,-63.0,-79.0,-63.0,-100.0,-100.0,-82.0,-82.0,-72.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-77.0,-78.0,-91.0,-100.0,-81.0,-81.0,-100.0,-83.0,-79.0,-100.0,-81.0,-100.0,-86.0,-100.0,-85.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172442,79.0,88.0,12.90089522761194,24.58164152238806,-41.193581597014926,-0.5509154840074627,0.9024807957462686,9.917050503731343,0.004631689695149254,-0.0013713195941044776,-0.002482237265611941,-0.09062603958395875,0.055494625486238854,-0.35870195013373646,1003.2795654477611,-100.0,-100.0,-70.0,-40.0,-44.0,-78.0,-79.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-57.0,-100.0,-69.0,-71.0,-40.0,-45.0,-59.0,-79.0,-79.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-53.0,-53.0,-100.0,-100.0,-86.0,-60.0,-86.0,-61.0,-69.0,-69.0,-81.0,-82.0,-81.0,-69.0,-81.0,-69.0,-100.0,-100.0,-84.0,-84.0,-73.0,-64.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-89.0,-100.0,-87.0,-84.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172454,78.0,87.0,10.304650937984496,22.382325302325583,-42.98883679844961,-0.46855401279069764,0.9907286437209303,9.904168298449614,0.002928469252713179,0.003221442842325582,-0.002176910620124031,-0.0996726757103158,0.047219644481128455,-0.3014490217432495,1003.280597364341,-100.0,-100.0,-66.0,-41.0,-42.0,-77.0,-84.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-86.0,-100.0,-87.0,-66.0,-90.0,-65.0,-68.0,-41.0,-42.0,-66.0,-77.0,-84.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-85.0,-100.0,-90.0,-66.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-68.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-53.0,-53.0,-88.0,-100.0,-100.0,-60.0,-100.0,-59.0,-73.0,-73.0,-90.0,-77.0,-81.0,-71.0,-81.0,-71.0,-100.0,-100.0,-83.0,-83.0,-84.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-79.0,-79.0,-92.0,-100.0,-83.0,-83.0,-100.0,-82.0,-85.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172505,77.0,86.0,9.283511245038168,19.920457847328244,-42.02977048854961,-0.48967489026717564,0.7891420107633588,9.925840973282444,0.0002530099194656482,-0.0006516719529770991,-0.0009728563503206111,-0.07933441748600875,0.04915366312204536,-0.3007056681254438,1003.2935867175572,-100.0,-100.0,-74.0,-37.0,-39.0,-79.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-74.0,-70.0,-37.0,-40.0,-58.0,-79.0,-87.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-55.0,-55.0,-88.0,-100.0,-86.0,-56.0,-87.0,-55.0,-70.0,-70.0,-82.0,-82.0,-79.0,-66.0,-79.0,-66.0,-100.0,-100.0,-83.0,-83.0,-86.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-86.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172517,76.0,85.0,12.34647856338028,18.940140591549294,-41.25760503521127,-0.47211052721830987,0.9051707654929578,9.915956584507041,0.004643246903521126,-0.0019658762697183107,-0.0020140397756338033,-0.09100101694044928,0.04748418586226962,-0.4291291033298197,1003.2938042253522,-100.0,-100.0,-75.0,-52.0,-49.0,-79.0,-86.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-89.0,-100.0,-87.0,-69.0,-100.0,-75.0,-73.0,-53.0,-49.0,-100.0,-78.0,-88.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-69.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-72.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-61.0,-62.0,-100.0,-100.0,-84.0,-53.0,-84.0,-54.0,-83.0,-82.0,-79.0,-78.0,-76.0,-71.0,-76.0,-71.0,-100.0,-100.0,-83.0,-82.0,-100.0,-65.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-89.0,-91.0,-90.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
