Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,32:24:a9:c6:2d:75,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,ea:d8:d1:b4:cf:21,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:k9,88:36:6c:51:f3:22,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,70:5d:cc:b6:d1:c8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:l1,72:5d:cc:c6:d1:c8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n5,70:5d:cc:b1:75:50,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:b1,70:5d:cc:ea:72:5c,00:1a:ac:a0:de:k2,72:5d:cc:4b:31:60,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1b:ad:a1:df:a8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,00:1a:ac:a0:de:h5,28:b3:71:0f:d8:e9,28:b3:71:4f:d8:e8,28:b3:71:8f:d8:e8,28:b3:71:cf:d8:e8,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:e8,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:ea:72:5e,70:5d:cc:1b:31:60,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:j3
2021.05.22 152451,30.0,24.0,33.80622176296297,8.310222047407404,-30.403555140740746,-0.35424625962962963,0.5900557260370372,9.96584081111111,0.0002820613122222219,-0.0074757461749629635,0.002597942003703704,-0.05914397775023068,0.035523460570860754,-1.2690858593693486,1000.5889224444445,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-80.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-65.0,-100.0,-100.0,-55.0,-65.0,-100.0,-83.0,-78.0,-76.0,-88.0,-100.0,-75.0,-71.0,-77.0,-38.0,-42.0,-60.0,-65.0,-100.0,-100.0,-50.0,-65.0,-100.0,-54.0,-65.0,-100.0,-83.0,-79.0,-76.0,-87.0,-71.0,-76.0,-72.0,-77.0,-38.0,-42.0,-57.0,-66.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-51.0,-100.0,-62.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-70.0,-67.0,-100.0,-72.0,-100.0,-77.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-69.0,-79.0,-100.0,-100.0,-100.0,-91.0,-90.0,-100.0,-87.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152502,31.0,24.0,35.33810966929133,7.759842425984253,-32.61637752755905,-0.2646899085748032,0.6950937950393701,9.949343035433074,0.0007598155999763765,-0.0043132136888976375,0.005128516801181101,-0.06978343775327218,0.02656764078217987,-1.2860693584276934,1000.593422913386,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-53.0,-63.0,-100.0,-100.0,-59.0,-65.0,-75.0,-84.0,-76.0,-100.0,-86.0,-100.0,-76.0,-69.0,-75.0,-34.0,-35.0,-100.0,-73.0,-100.0,-70.0,-54.0,-63.0,-100.0,-58.0,-65.0,-75.0,-85.0,-76.0,-100.0,-88.0,-100.0,-76.0,-68.0,-75.0,-34.0,-35.0,-100.0,-73.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-82.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-67.0,-91.0,-100.0,-100.0,-76.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-63.0,-90.0,-75.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-90.0,-100.0,-100.0,-91.0,-100.0,-100.0,-90.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152513,32.0,24.0,38.74739075362318,6.117391192028986,-35.14347789855073,-0.25717634376811593,0.6709521394927537,9.950606086956522,-0.0002961454101666668,-0.003559618227971015,-7.865112898550709e-05,-0.06731599086112729,0.02582942606101779,-1.3484585915786633,1000.5885621014493,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-73.0,-54.0,-68.0,-100.0,-100.0,-63.0,-65.0,-100.0,-84.0,-76.0,-100.0,-100.0,-69.0,-76.0,-66.0,-76.0,-33.0,-35.0,-100.0,-60.0,-80.0,-72.0,-53.0,-69.0,-100.0,-62.0,-65.0,-100.0,-84.0,-76.0,-100.0,-100.0,-69.0,-77.0,-67.0,-77.0,-33.0,-35.0,-100.0,-61.0,-100.0,-100.0,-78.0,-68.0,-100.0,-100.0,-82.0,-56.0,-100.0,-49.0,-100.0,-59.0,-100.0,-76.0,-100.0,-84.0,-100.0,-100.0,-100.0,-71.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-71.0,-85.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152524,33.0,24.0,42.22199930714286,3.6887142321428565,-36.778713692857146,-0.2998145111428571,0.47483599985428565,9.969178757142856,0.0031282409742642856,-0.0004646939725714291,0.0015837117700000006,-0.04761852236572715,0.02996189052272317,-1.4376070720808847,1000.5888240714287,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-59.0,-100.0,-100.0,-60.0,-69.0,-72.0,-86.0,-79.0,-77.0,-100.0,-65.0,-72.0,-62.0,-74.0,-37.0,-36.0,-60.0,-59.0,-100.0,-75.0,-44.0,-59.0,-100.0,-62.0,-70.0,-72.0,-85.0,-79.0,-77.0,-89.0,-67.0,-73.0,-69.0,-74.0,-37.0,-37.0,-60.0,-60.0,-100.0,-100.0,-81.0,-68.0,-100.0,-100.0,-81.0,-56.0,-100.0,-52.0,-100.0,-59.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-65.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-69.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-87.0,-84.0,-85.0,-89.0,-90.0,-100.0,-88.0,-100.0,-84.0,-87.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152536,34.0,24.0,42.28043423913044,-1.4543477973188408,-36.30739086956522,-0.264827614,0.6092908906884058,9.964069579710145,0.0004607960746376813,-0.0066980487810144925,0.006317727801811592,-0.06109594042915711,0.026509063073730833,-1.5503747091777083,1000.5774735507244,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-88.0,-83.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-45.0,-65.0,-100.0,-100.0,-58.0,-70.0,-100.0,-86.0,-79.0,-100.0,-89.0,-100.0,-69.0,-67.0,-74.0,-33.0,-46.0,-64.0,-60.0,-100.0,-100.0,-44.0,-65.0,-100.0,-56.0,-70.0,-100.0,-87.0,-79.0,-100.0,-89.0,-100.0,-69.0,-67.0,-74.0,-34.0,-46.0,-65.0,-60.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-48.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-61.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-71.0,-92.0,-100.0,-100.0,-100.0,-89.0,-89.0,-85.0,-80.0,-100.0,-84.0,-100.0,-82.0,-100.0,-100.0,-100.0,-87.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152548,35.0,24.0,39.13999942753623,-5.069999942028985,-34.8704344710145,-0.3367252564637681,0.5740187090144928,9.961224210144927,0.0015143172517681162,-0.0036304432995652174,0.00528633918405797,-0.057431891256862315,0.03385424751626404,-1.649092191371365,1000.5702169565218,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-55.0,-100.0,-100.0,-61.0,-65.0,-100.0,-85.0,-76.0,-82.0,-91.0,-59.0,-69.0,-73.0,-74.0,-42.0,-40.0,-59.0,-58.0,-80.0,-100.0,-48.0,-54.0,-100.0,-59.0,-65.0,-100.0,-85.0,-76.0,-82.0,-89.0,-60.0,-70.0,-73.0,-75.0,-41.0,-41.0,-59.0,-58.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-86.0,-58.0,-100.0,-45.0,-100.0,-58.0,-100.0,-69.0,-91.0,-86.0,-100.0,-100.0,-100.0,-65.0,-67.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-80.0,-86.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-88.0,-100.0,-84.0,-84.0,-82.0,-79.0,-100.0,-83.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152559,36.0,24.0,34.638094841269826,-5.809523722222221,-33.490475674603175,-0.35378260484126983,0.33255717043650795,9.975498984126984,-0.001017886032960317,-0.0023612850911904756,0.003790583697222223,-0.03330117194092873,0.03540668048940239,-1.7087655606723966,1000.5758795238095,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-43.0,-55.0,-100.0,-100.0,-100.0,-69.0,-100.0,-86.0,-75.0,-77.0,-100.0,-67.0,-69.0,-68.0,-72.0,-41.0,-51.0,-59.0,-69.0,-74.0,-100.0,-43.0,-54.0,-100.0,-58.0,-69.0,-100.0,-86.0,-76.0,-78.0,-100.0,-67.0,-69.0,-67.0,-72.0,-42.0,-52.0,-58.0,-69.0,-100.0,-100.0,-87.0,-79.0,-100.0,-100.0,-100.0,-58.0,-100.0,-53.0,-100.0,-56.0,-100.0,-70.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-85.0,-85.0,-84.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-86.0,-85.0,-69.0,-100.0,-88.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152610,37.0,24.0,24.196980855345913,-6.484150856603773,-29.50339588050314,-0.44519958962264145,0.4451242974138366,9.965950522012578,-0.0009549513487610063,-0.002083568995408805,0.004636720637735847,-0.044604847754963844,0.044662872809658964,-1.7910465167003609,1000.5781961635217,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-59.0,-100.0,-100.0,-58.0,-70.0,-100.0,-100.0,-75.0,-100.0,-100.0,-67.0,-64.0,-67.0,-75.0,-39.0,-51.0,-62.0,-71.0,-100.0,-80.0,-47.0,-60.0,-100.0,-58.0,-70.0,-79.0,-100.0,-75.0,-100.0,-100.0,-66.0,-64.0,-67.0,-75.0,-38.0,-51.0,-62.0,-71.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-56.0,-100.0,-58.0,-91.0,-60.0,-89.0,-89.0,-100.0,-100.0,-100.0,-64.0,-82.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-86.0,-85.0,-85.0,-88.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-84.0,-87.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152622,38.0,24.0,21.676323272058823,-5.298970522794117,-26.59455851470588,-0.3964461351470588,0.6385671744852942,9.95819381985294,-0.00487229700560294,-0.004275158585147059,0.002858956944117647,-0.06395809205851569,0.03979948530767985,-1.7406268978820127,1000.5664799264705,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-46.0,-69.0,-100.0,-100.0,-100.0,-67.0,-100.0,-89.0,-75.0,-85.0,-100.0,-64.0,-70.0,-70.0,-70.0,-54.0,-55.0,-63.0,-62.0,-76.0,-100.0,-45.0,-69.0,-100.0,-100.0,-68.0,-100.0,-100.0,-75.0,-85.0,-100.0,-63.0,-71.0,-69.0,-70.0,-49.0,-55.0,-63.0,-62.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-56.0,-100.0,-62.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-82.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-84.0,-88.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-57.0,-100.0,-79.0,-85.0,-100.0,-91.0,-87.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152635,39.0,24.0,18.780454303030304,-2.1218181446969693,-26.12363612121212,-0.3404223452,0.503904156590909,9.974385598484849,0.0012428885462121215,-0.007307706935833334,0.0053175263151515155,-0.05041643004920894,0.03409089626185239,-1.6129717510758024,1000.5595440151515,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-64.0,-68.0,-100.0,-100.0,-100.0,-71.0,-100.0,-89.0,-73.0,-100.0,-100.0,-61.0,-65.0,-71.0,-76.0,-54.0,-57.0,-64.0,-62.0,-75.0,-100.0,-64.0,-68.0,-100.0,-100.0,-71.0,-100.0,-91.0,-74.0,-100.0,-100.0,-61.0,-65.0,-70.0,-76.0,-54.0,-57.0,-64.0,-62.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-65.0,-100.0,-62.0,-100.0,-59.0,-100.0,-86.0,-100.0,-100.0,-100.0,-59.0,-85.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-60.0,-80.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-86.0,-87.0,-81.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152646,40.0,24.0,19.31720908527132,4.058139481395349,-29.79116234883721,-0.27845972802170543,0.44093633011627903,9.970317131782949,-0.0018950599930930238,-0.002609554799689922,0.004583648690697676,-0.04427942365783355,0.027862108975843763,-1.2862321572710378,1000.5621642635658,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-54.0,-71.0,-100.0,-100.0,-71.0,-71.0,-100.0,-88.0,-73.0,-83.0,-100.0,-64.0,-60.0,-72.0,-78.0,-48.0,-58.0,-66.0,-59.0,-100.0,-100.0,-55.0,-72.0,-100.0,-71.0,-71.0,-100.0,-90.0,-74.0,-83.0,-100.0,-64.0,-60.0,-72.0,-77.0,-52.0,-58.0,-64.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-74.0,-100.0,-67.0,-100.0,-65.0,-100.0,-84.0,-100.0,-100.0,-100.0,-59.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-89.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-83.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-80.0,-100.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
