Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n1,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:g4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:h3,00:1a:ab:a0:de:a4,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:x8,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:r7,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:f4,00:1a:ac:a0:de:l3,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:d1,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:h5,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:x6,00:1a:ab:a0:de:a6,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:l6
2021.02.06 175608,77.0,20.0,12.10421023245614,-42.39526257017543,-31.20052588596491,-0.27032202781578946,0.3701884901754386,10.010001,0.00014802235438596536,0.0005676331935789471,-0.006396370059315791,-0.03698261803749827,0.02700729139369761,-2.8753221097745394,1007.4626392105264,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-55.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-78.0,-77.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-55.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-55.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-73.0,-63.0,-100.0,-100.0,-59.0,-59.0,-70.0,-78.0,-77.0,-78.0,-73.0,-100.0,-100.0,-83.0,-84.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175621,77.0,19.0,12.994576038135591,-41.825592644067804,-31.386101177966097,-0.2887130202203389,0.4667009733898305,9.992647949152545,0.0030930902476271186,-0.000772982628135593,-0.0018718257207118642,-0.04668099665225053,0.028889575594309987,-2.8507964025109502,1007.4543982203389,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-62.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-71.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-71.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-75.0,-81.0,-100.0,-100.0,-55.0,-56.0,-67.0,-81.0,-79.0,-80.0,-73.0,-88.0,-88.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175634,77.0,18.0,13.717072914634144,-39.98975561788618,-31.762438536585364,-0.263603816006504,0.530010688699187,9.99853049593496,0.0031018443745528456,-0.003166695744260163,-0.003587879750699187,-0.05295709504677751,0.026367230061039363,-2.817261203517759,1007.4491603252033,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-61.0,-100.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-72.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-84.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-80.0,-50.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-77.0,-83.0,-100.0,-100.0,-59.0,-59.0,-63.0,-83.0,-77.0,-77.0,-72.0,-100.0,-100.0,-78.0,-78.0,-72.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175646,77.0,17.0,14.688717632478633,-37.03794833333333,-31.993332820512823,-0.3342980602991452,0.36972105041880343,10.005019542735042,0.006799253926068376,0.0010063403146324788,-0.0043314365740683754,-0.03690949326249742,0.03338386486762032,-2.778898051661304,1007.4416283760683,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-59.0,-59.0,-69.0,-77.0,-63.0,-76.0,-73.0,-100.0,-100.0,-78.0,-75.0,-72.0,-89.0,-88.0,-86.0,-91.0,-89.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175700,77.0,16.0,12.81517220258621,-36.97086162931034,-32.33327549137931,-0.29311290016206903,0.5592902087931034,9.993682379310348,0.007620312364310344,-0.0017124869622413784,-0.0033525758808103452,-0.05584170361017354,0.02928308754555219,-2.81634574100889,1007.4370863793104,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-56.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-82.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-57.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-79.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-76.0,-100.0,-100.0,-60.0,-60.0,-72.0,-78.0,-68.0,-68.0,-69.0,-100.0,-100.0,-75.0,-75.0,-69.0,-88.0,-87.0,-88.0,-89.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175716,77.0,15.0,10.893333175213677,-37.464102119658115,-32.0651277008547,-0.2537317382051282,0.5521156782905984,9.998450623931625,0.0037605909900854714,0.0010115616720000001,-0.00293741074842735,-0.055137774485171306,0.025342007247237525,-2.8663903770283756,1007.4341351282052,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-72.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-82.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-57.0,-57.0,-73.0,-84.0,-72.0,-71.0,-71.0,-100.0,-100.0,-75.0,-74.0,-72.0,-86.0,-85.0,-89.0,-88.0,-86.0,-88.0,-90.0,-90.0,-100.0,-100.0,-100.0
2021.02.06 175728,77.0,14.0,10.951999770833334,-37.68049961666667,-29.689999699999998,-0.2346588834833333,0.48456131658333335,9.993523399999999,0.0019136372530833329,-0.0009083566010000002,-0.002161037759316667,-0.04844078739794588,0.023477211724578662,-2.8660962760448454,1007.4374349999999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-59.0,-59.0,-76.0,-86.0,-72.0,-72.0,-74.0,-100.0,-100.0,-100.0,-100.0,-74.0,-87.0,-86.0,-91.0,-88.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175822,78.0,14.0,28.219830194915254,-2.663389787288135,-32.583558872881355,-0.20495398059322031,0.701421066101695,9.980189605932203,0.0027048292966101698,-0.004148276127118645,-0.0009865841186440674,-0.0702580121864407,0.02056942101694915,-1.5818447965762714,1007.4336291525424,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-85.0,-100.0,-100.0,-55.0,-55.0,-72.0,-86.0,-71.0,-70.0,-71.0,-100.0,-100.0,-73.0,-74.0,-70.0,-85.0,-84.0,-90.0,-86.0,-84.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175837,79.0,14.0,26.782758344827588,-4.196896503448277,-30.65172386206896,-0.14035404022413792,0.6482292635344827,9.984518142241376,0.0011851645172413787,-0.004893216956896551,0.0005917250172413788,-0.06485764654310346,0.014075037327586207,-1.6518511104568965,1007.4312347413793,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-86.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-57.0,-58.0,-76.0,-82.0,-68.0,-68.0,-69.0,-100.0,-100.0,-75.0,-74.0,-70.0,-82.0,-84.0,-87.0,-83.0,-83.0,-88.0,-81.0,-100.0,-90.0,-100.0,-100.0
2021.02.06 175908,79.0,15.0,-7.849380374336283,15.933982066371682,-39.68867198230089,-0.12443872560176991,0.5236469710265486,9.986647296460177,0.0070244578407079655,-0.0013244751946902666,-0.004236709044247787,-0.05237304702654867,0.012444374831858408,0.43093830028318575,1007.4247335398229,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-87.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-78.0,-100.0,-70.0,-70.0,-73.0,-100.0,-100.0,-75.0,-75.0,-75.0,-88.0,-83.0,-88.0,-87.0,-84.0,-87.0,-100.0,-91.0,-100.0,-100.0,-100.0
