Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,f0:b0:52:6a:20:cc,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,f0:b0:52:6a:1f:cc,f0:b0:52:6a:20:c8,f4:28:53:71:29:24,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:j8,90:9f:33:a4:06:5c,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:b9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v5,f0:b0:52:6a:26:78
2021.01.16 155654,54.0,24.0,28.63949760689655,12.071187917241378,-18.23727579310345,0.12347460646206897,0.6256027557241378,9.744187924137933,0.00019292107402275852,0.0018530418538917244,0.0018301814799793108,-0.06411162207609615,-0.012684572690391286,-1.1422101078362301,1013.3600987586207,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-73.0,-100.0,-100.0,-100.0,-45.0,-100.0,-60.0,-100.0,-100.0,-100.0,-51.0,-79.0,-53.0,-67.0,-41.0,-32.0,-51.0,-53.0,-79.0,-53.0,-66.0,-42.0,-52.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-76.0,-82.0,-100.0,-68.0,-76.0,-100.0,-100.0,-75.0,-54.0,-69.0,-100.0,-100.0,-62.0,-75.0,-81.0,-100.0,-70.0,-77.0,-100.0,-100.0,-74.0,-100.0,-69.0,-33.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-64.0,-63.0,-100.0,-58.0,-100.0,-79.0,-85.0,-100.0,-84.0,-100.0,-100.0,-100.0,-54.0,-53.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-60.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-57.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155739,57.0,24.0,25.593731956834528,7.079759767625898,-17.730696820143887,0.03573587534972662,0.5682494328776979,9.749375043165468,-0.0006181427751079136,-0.0028794676015107914,0.00245504488028777,-0.05822100251805863,-0.003669797596675798,-1.2652364737695927,1013.3706949640289,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-82.0,-75.0,-100.0,-54.0,-100.0,-100.0,-82.0,-64.0,-82.0,-54.0,-62.0,-47.0,-72.0,-49.0,-54.0,-60.0,-33.0,-55.0,-46.0,-73.0,-48.0,-54.0,-60.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-67.0,-77.0,-80.0,-100.0,-62.0,-100.0,-100.0,-100.0,-74.0,-65.0,-76.0,-72.0,-100.0,-67.0,-77.0,-81.0,-100.0,-61.0,-100.0,-100.0,-100.0,-72.0,-66.0,-76.0,-31.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-77.0,-78.0,-100.0,-82.0,-57.0,-100.0,-83.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-54.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-66.0,-69.0,-100.0,-100.0,-75.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155754,58.0,24.0,24.476058267123285,7.3170550424657534,-19.776685061643835,0.1594325144979452,0.4849366838356164,9.745973287671234,-0.0008337048736301367,-0.000423501300390411,0.00292616581479452,-0.04970873001809801,-0.016356097339941082,-1.2489314691661155,1013.3714542465755,-100.0,-81.0,-100.0,-100.0,-100.0,-81.0,-100.0,-72.0,-100.0,-55.0,-100.0,-100.0,-81.0,-59.0,-80.0,-100.0,-49.0,-42.0,-73.0,-48.0,-100.0,-60.0,-39.0,-46.0,-42.0,-74.0,-50.0,-100.0,-60.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-79.0,-82.0,-100.0,-73.0,-75.0,-100.0,-100.0,-72.0,-65.0,-75.0,-100.0,-100.0,-55.0,-79.0,-81.0,-100.0,-72.0,-76.0,-100.0,-100.0,-75.0,-65.0,-75.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-65.0,-100.0,-79.0,-89.0,-79.0,-88.0,-100.0,-100.0,-100.0,-56.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-78.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-66.0,-100.0,-100.0,-71.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155810,59.0,24.0,20.720798361111108,6.371951104861111,-20.18105786111111,0.057514069925694446,0.4500534026388888,9.750398555555556,0.0015385416287569448,0.002487416592569444,0.004027939948263889,-0.0461269202900843,-0.005899389063617652,-1.2342616104417377,1013.3936496527778,-100.0,-82.0,-100.0,-100.0,-71.0,-81.0,-100.0,-68.0,-81.0,-59.0,-69.0,-100.0,-71.0,-61.0,-71.0,-55.0,-54.0,-34.0,-67.0,-48.0,-62.0,-62.0,-30.0,-40.0,-34.0,-69.0,-50.0,-61.0,-62.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-78.0,-81.0,-100.0,-72.0,-100.0,-100.0,-100.0,-80.0,-62.0,-77.0,-72.0,-100.0,-61.0,-79.0,-100.0,-100.0,-70.0,-100.0,-100.0,-63.0,-79.0,-62.0,-79.0,-30.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-82.0,-82.0,-79.0,-100.0,-61.0,-100.0,-84.0,-90.0,-83.0,-88.0,-100.0,-100.0,-100.0,-53.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-62.0,-71.0,-100.0,-100.0,-78.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155825,60.0,24.0,18.8046335,9.795171704861112,-21.678470659722223,0.13659260000694445,0.4270505874305556,9.75529129861111,0.0016988596043333334,-0.0006019430189888888,0.0049208053793750005,-0.04374127475441325,-0.0139993532755195,-1.0594721055693097,1013.4011241666667,-100.0,-79.0,-100.0,-100.0,-67.0,-100.0,-72.0,-68.0,-100.0,-60.0,-100.0,-67.0,-61.0,-74.0,-61.0,-100.0,-47.0,-38.0,-57.0,-48.0,-54.0,-63.0,-32.0,-36.0,-38.0,-58.0,-48.0,-54.0,-62.0,-36.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-76.0,-100.0,-100.0,-58.0,-100.0,-100.0,-57.0,-68.0,-64.0,-77.0,-75.0,-100.0,-65.0,-74.0,-100.0,-100.0,-57.0,-100.0,-100.0,-61.0,-69.0,-62.0,-78.0,-32.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-76.0,-75.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-78.0,-57.0,-73.0,-100.0,-100.0,-81.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-73.0,-75.0,-76.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155857,62.0,24.0,25.768256797297298,12.353880212837838,-22.125975722972974,0.20595752053378377,0.454388057972973,9.751037388513515,-0.0014868382973648648,1.243148314189198e-05,0.0009679326547635135,-0.046557931934256766,-0.021127942295090525,-1.1002409087645042,1013.4432102027026,-100.0,-80.0,-100.0,-66.0,-69.0,-100.0,-72.0,-67.0,-100.0,-100.0,-72.0,-100.0,-59.0,-100.0,-59.0,-100.0,-44.0,-35.0,-64.0,-48.0,-56.0,-67.0,-100.0,-32.0,-34.0,-64.0,-49.0,-56.0,-67.0,-32.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-81.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-76.0,-68.0,-76.0,-100.0,-83.0,-63.0,-82.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-76.0,-67.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-78.0,-100.0,-61.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-53.0,-100.0,-100.0,-100.0,-80.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-76.0,-77.0,-81.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155949,65.0,24.0,36.7315764834437,17.977867350993378,-23.54363029139073,0.24699520910596026,0.47056660357615887,9.751540125827814,0.0004612043082450333,0.00011452523602649019,0.0048227427764238415,-0.04819641866727377,-0.02531371734857505,-1.0989005818272268,1013.4607424503312,-100.0,-84.0,-84.0,-100.0,-72.0,-100.0,-63.0,-100.0,-82.0,-100.0,-64.0,-100.0,-75.0,-100.0,-77.0,-100.0,-52.0,-34.0,-59.0,-39.0,-61.0,-69.0,-28.0,-47.0,-34.0,-60.0,-40.0,-60.0,-69.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-77.0,-80.0,-100.0,-67.0,-100.0,-100.0,-100.0,-79.0,-65.0,-80.0,-100.0,-84.0,-58.0,-78.0,-79.0,-100.0,-65.0,-100.0,-100.0,-100.0,-82.0,-61.0,-80.0,-29.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-81.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160005,66.0,24.0,37.95200201360544,15.74952505102041,-25.957263877551018,0.1501629479931973,0.4374886557823129,9.752818221088434,-0.0005476908386802723,-0.0003547132524829933,0.0037515651512925173,-0.0448247693783166,-0.015408282511911887,-1.1563653945922852,1013.4674340136053,-100.0,-100.0,-81.0,-56.0,-69.0,-77.0,-71.0,-73.0,-100.0,-100.0,-100.0,-100.0,-86.0,-73.0,-100.0,-100.0,-53.0,-49.0,-77.0,-45.0,-61.0,-69.0,-100.0,-63.0,-49.0,-77.0,-44.0,-60.0,-70.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-62.0,-82.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-81.0,-64.0,-82.0,-75.0,-83.0,-61.0,-81.0,-81.0,-100.0,-57.0,-100.0,-100.0,-100.0,-81.0,-65.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-85.0,-85.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-78.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-73.0,-81.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160020,67.0,24.0,40.647160972789116,10.479056965986395,-28.06229758503401,0.09446745029115647,0.2567025242857143,9.759020714285716,0.0003234015153741496,3.832589404081623e-05,-0.0009923486917823132,-0.026295504583438597,-0.009669708858499874,-1.3035791569015607,1013.4597160544216,-100.0,-100.0,-100.0,-60.0,-78.0,-83.0,-73.0,-82.0,-81.0,-100.0,-66.0,-100.0,-87.0,-79.0,-100.0,-100.0,-60.0,-49.0,-75.0,-39.0,-61.0,-70.0,-43.0,-62.0,-49.0,-74.0,-43.0,-61.0,-71.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-65.0,-82.0,-80.0,-100.0,-63.0,-100.0,-100.0,-65.0,-79.0,-100.0,-76.0,-73.0,-83.0,-64.0,-82.0,-79.0,-100.0,-63.0,-100.0,-100.0,-65.0,-80.0,-100.0,-75.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-74.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-76.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-78.0,-80.0,-93.0,-100.0,-100.0,-100.0,-100.0,-84.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160107,70.0,24.0,29.981645620689658,6.488957826896551,-31.295158765517243,0.11682233138689654,0.4256073479310345,9.757011779310346,0.0024195700357931035,4.3474249620689927e-05,-6.919398331034461e-05,-0.04358135168922354,-0.0119852377734536,-1.318397751347772,1013.4930517931033,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-68.0,-81.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-65.0,-59.0,-51.0,-73.0,-52.0,-59.0,-71.0,-47.0,-66.0,-50.0,-73.0,-53.0,-59.0,-70.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-83.0,-100.0,-100.0,-59.0,-100.0,-100.0,-69.0,-78.0,-100.0,-76.0,-100.0,-100.0,-64.0,-82.0,-80.0,-100.0,-60.0,-100.0,-100.0,-71.0,-79.0,-100.0,-76.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-91.0,-100.0,-100.0,-100.0,-73.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-71.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-81.0,-75.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160158,73.0,24.0,32.081201510204075,14.471385472789116,-29.084382585034014,0.11917782267482994,0.39381985163265304,9.759232108843538,0.0009357813439959187,-0.00033424233260544243,0.002313149256258503,-0.040314294423173025,-0.012206306280809747,-1.1220517036866169,1013.4856701360546,-100.0,-83.0,-100.0,-100.0,-82.0,-100.0,-74.0,-83.0,-100.0,-100.0,-79.0,-100.0,-91.0,-81.0,-100.0,-100.0,-100.0,-55.0,-90.0,-49.0,-77.0,-72.0,-46.0,-70.0,-54.0,-89.0,-50.0,-77.0,-71.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-82.0,-100.0,-100.0,-53.0,-100.0,-100.0,-64.0,-81.0,-65.0,-78.0,-81.0,-100.0,-65.0,-82.0,-100.0,-100.0,-55.0,-100.0,-100.0,-65.0,-82.0,-64.0,-78.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-90.0,-88.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-75.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-68.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-87.0,-63.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160213,74.0,24.0,36.97354193377484,16.604907238410597,-27.150641019867553,0.1469421033642384,0.4727986574172185,9.757578182119206,0.0012697099410596026,-0.0013200787344503314,0.004127794403807947,-0.04840508217473096,-0.0150710508244309,-1.1248150377084087,1013.4917868874174,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-77.0,-100.0,-73.0,-76.0,-55.0,-100.0,-39.0,-81.0,-72.0,-49.0,-69.0,-56.0,-100.0,-38.0,-80.0,-74.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-82.0,-100.0,-80.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-83.0,-100.0,-80.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-63.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-70.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-91.0,-77.0,-79.0,-63.0,-82.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
