Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:e3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:d4,70:5d:cc:05:03:10,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:t4,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:d6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l4,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:j3
2021.01.10 213134,30.0,24.0,30.83963587272728,0.9676363415757574,-28.555635963636362,-0.34879505147878787,1.1780267399393938,9.93856213030303,0.0032445460797575765,-0.0003290341834545456,-0.0017738971992727265,-0.11789699824470458,0.035115336740008427,-1.4222054488731153,1021.2122201818181,-100.0,-100.0,-100.0,-67.0,-100.0,-77.0,-100.0,-100.0,-76.0,-100.0,-86.0,-63.0,-100.0,-56.0,-100.0,-100.0,-80.0,-65.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-85.0,-100.0,-100.0,-84.0,-100.0,-75.0,-50.0,-61.0,-100.0,-100.0,-56.0,-63.0,-65.0,-77.0,-66.0,-74.0,-81.0,-100.0,-100.0,-75.0,-63.0,-74.0,-46.0,-45.0,-54.0,-67.0,-100.0,-75.0,-51.0,-61.0,-100.0,-100.0,-54.0,-63.0,-100.0,-77.0,-65.0,-75.0,-82.0,-100.0,-100.0,-75.0,-62.0,-74.0,-47.0,-46.0,-55.0,-67.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-62.0,-100.0,-83.0,-100.0,-85.0,-72.0,-72.0,-87.0,-85.0,-100.0,-87.0,-100.0,-64.0,-73.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-86.0,-100.0,-78.0,-81.0,-100.0,-91.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213147,31.0,24.0,32.7219507804878,0.8634146202439025,-30.787316591463412,-0.3088176514146342,1.0268665055487805,9.959584606707317,0.0044742452118292685,0.0011297282276829265,-0.005323958582317074,-0.10272874683141704,0.031056077656813105,-1.4408676137284535,1021.1975655487806,-100.0,-100.0,-73.0,-67.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-82.0,-58.0,-71.0,-46.0,-100.0,-100.0,-82.0,-69.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-58.0,-70.0,-100.0,-100.0,-51.0,-62.0,-66.0,-87.0,-67.0,-74.0,-77.0,-100.0,-68.0,-76.0,-61.0,-74.0,-35.0,-38.0,-100.0,-65.0,-100.0,-74.0,-57.0,-70.0,-100.0,-100.0,-51.0,-62.0,-100.0,-87.0,-64.0,-74.0,-77.0,-100.0,-68.0,-76.0,-58.0,-74.0,-34.0,-37.0,-52.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-92.0,-88.0,-100.0,-90.0,-100.0,-64.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-91.0,-100.0,-100.0,-100.0,-88.0,-91.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213202,32.0,24.0,35.42414159171597,-0.12461538272189347,-32.40248478698225,-0.3203086339467455,0.9819926855621299,9.960905710059171,3.639171846153913e-05,8.467166242603513e-05,-0.002101510133846154,-0.09820662553493789,0.032152339700366926,-1.4783947778171336,1021.1857068047339,-100.0,-100.0,-100.0,-61.0,-100.0,-80.0,-100.0,-100.0,-82.0,-100.0,-81.0,-54.0,-77.0,-47.0,-100.0,-100.0,-86.0,-63.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-77.0,-50.0,-64.0,-100.0,-100.0,-57.0,-64.0,-72.0,-82.0,-65.0,-73.0,-76.0,-100.0,-100.0,-76.0,-65.0,-74.0,-37.0,-43.0,-55.0,-58.0,-100.0,-100.0,-51.0,-64.0,-100.0,-100.0,-61.0,-64.0,-72.0,-83.0,-65.0,-73.0,-74.0,-100.0,-100.0,-76.0,-63.0,-74.0,-36.0,-43.0,-55.0,-58.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-77.0,-100.0,-88.0,-100.0,-87.0,-72.0,-72.0,-90.0,-100.0,-100.0,-91.0,-87.0,-60.0,-75.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-89.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213215,33.0,24.0,38.83199944375,-3.71812494125,-34.596749493749996,-0.31414381841,0.903584348375,9.965989296875,0.0010328204791250008,0.0014737122979374994,-0.0050017645323125,-0.09039212081115688,0.03158241567580259,-1.5822480872273446,1021.1775178124999,-100.0,-100.0,-74.0,-60.0,-100.0,-100.0,-100.0,-100.0,-82.0,-81.0,-80.0,-56.0,-77.0,-50.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-50.0,-60.0,-100.0,-100.0,-60.0,-65.0,-59.0,-85.0,-60.0,-78.0,-79.0,-100.0,-67.0,-73.0,-63.0,-73.0,-29.0,-36.0,-58.0,-58.0,-100.0,-77.0,-50.0,-60.0,-100.0,-100.0,-61.0,-65.0,-61.0,-85.0,-59.0,-78.0,-79.0,-100.0,-67.0,-74.0,-63.0,-73.0,-29.0,-36.0,-56.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-91.0,-100.0,-84.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-86.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-88.0,-89.0,-100.0,-89.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213228,34.0,24.0,38.57164501265823,-6.837341628481013,-33.120379316455704,-0.31748386943037976,0.7864889627215189,9.985035155063292,0.0021271102015822784,0.0003183844731012656,-0.008186576380189874,-0.07856035307992858,0.03180706451493724,-1.6795500554615939,1021.1688319620254,-100.0,-100.0,-100.0,-56.0,-100.0,-81.0,-100.0,-100.0,-81.0,-100.0,-78.0,-49.0,-69.0,-52.0,-100.0,-100.0,-100.0,-71.0,-100.0,-75.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-54.0,-64.0,-100.0,-100.0,-55.0,-64.0,-75.0,-81.0,-57.0,-72.0,-76.0,-100.0,-64.0,-71.0,-61.0,-73.0,-33.0,-41.0,-100.0,-57.0,-100.0,-82.0,-54.0,-64.0,-100.0,-100.0,-54.0,-64.0,-100.0,-81.0,-60.0,-72.0,-76.0,-100.0,-64.0,-71.0,-62.0,-73.0,-32.0,-41.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-76.0,-71.0,-71.0,-100.0,-90.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-67.0,-86.0,-100.0,-100.0,-83.0,-100.0,-86.0,-84.0,-85.0,-82.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213241,35.0,24.0,35.89249961309523,-11.567856904761905,-31.725356732142856,-0.3628608983928571,0.9759092595238095,9.94993625297619,0.004635652788928571,-0.0007177666926785712,-0.006052598317499999,-0.0976855219785301,0.03653663654057748,-1.8050535378001986,1021.1586428571429,-100.0,-100.0,-72.0,-59.0,-100.0,-78.0,-100.0,-100.0,-82.0,-100.0,-100.0,-54.0,-62.0,-52.0,-100.0,-100.0,-91.0,-72.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-74.0,-48.0,-54.0,-100.0,-100.0,-60.0,-67.0,-100.0,-83.0,-57.0,-68.0,-70.0,-88.0,-62.0,-66.0,-66.0,-74.0,-37.0,-38.0,-53.0,-59.0,-100.0,-74.0,-48.0,-54.0,-100.0,-100.0,-60.0,-67.0,-100.0,-84.0,-56.0,-69.0,-78.0,-89.0,-62.0,-66.0,-66.0,-74.0,-38.0,-38.0,-54.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-88.0,-100.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-81.0,-65.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-88.0,-100.0,-100.0,-80.0,-100.0,-88.0,-83.0,-83.0,-100.0,-100.0,-100.0,-79.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213254,36.0,24.0,30.33854254966888,-12.181589102649005,-29.34874136423841,-0.3126352070794702,1.0065626489403972,9.954348158940398,0.001642345754966887,0.00023291757251655632,-0.0011600896362251656,-0.10072055592244819,0.03140810819956414,-1.8693770651785744,1021.1545861589403,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-53.0,-67.0,-50.0,-100.0,-100.0,-87.0,-76.0,-100.0,-77.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-50.0,-55.0,-100.0,-100.0,-58.0,-67.0,-69.0,-87.0,-59.0,-70.0,-80.0,-90.0,-62.0,-69.0,-65.0,-73.0,-41.0,-46.0,-55.0,-60.0,-74.0,-100.0,-50.0,-55.0,-100.0,-100.0,-59.0,-67.0,-70.0,-86.0,-58.0,-70.0,-81.0,-100.0,-62.0,-69.0,-65.0,-73.0,-41.0,-46.0,-54.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-88.0,-100.0,-77.0,-72.0,-73.0,-100.0,-100.0,-100.0,-100.0,-87.0,-73.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-79.0,-90.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-85.0,-100.0,-100.0,-85.0,-100.0,-86.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213308,37.0,24.0,21.271124699999998,-12.9839997625,-27.263999612500005,-0.38683998756250004,0.96523692725,9.960811715624999,0.0018574885669375,-0.0011186470475625001,-0.005918062486999999,-0.09652373217977579,0.038831419002963184,-2.038524728268385,1021.1518094999999,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-87.0,-62.0,-70.0,-51.0,-100.0,-100.0,-100.0,-77.0,-100.0,-70.0,-90.0,-100.0,-100.0,-79.0,-71.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-52.0,-60.0,-100.0,-100.0,-64.0,-68.0,-74.0,-85.0,-57.0,-74.0,-82.0,-89.0,-57.0,-75.0,-63.0,-73.0,-41.0,-52.0,-54.0,-64.0,-100.0,-100.0,-52.0,-60.0,-100.0,-100.0,-63.0,-68.0,-74.0,-85.0,-59.0,-74.0,-100.0,-89.0,-58.0,-74.0,-64.0,-74.0,-41.0,-52.0,-53.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-80.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-86.0,-72.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-79.0,-87.0,-100.0,-66.0,-86.0,-100.0,-100.0,-83.0,-100.0,-85.0,-89.0,-88.0,-100.0,-100.0,-89.0,-100.0,-83.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213321,38.0,24.0,17.94421030994152,-11.915087450292397,-24.07789442105263,-0.3496621341520468,0.8778727612865499,9.97001231871345,0.0009302728564327488,-0.0014036504383040938,-0.005726497292807017,-0.08775157938923749,0.03504216003269824,-2.0873605270831908,1021.1483167836258,-100.0,-100.0,-100.0,-71.0,-100.0,-87.0,-100.0,-100.0,-82.0,-88.0,-100.0,-68.0,-61.0,-60.0,-100.0,-100.0,-88.0,-79.0,-100.0,-66.0,-100.0,-100.0,-100.0,-81.0,-69.0,-100.0,-100.0,-100.0,-100.0,-65.0,-80.0,-53.0,-67.0,-100.0,-100.0,-60.0,-65.0,-73.0,-87.0,-57.0,-73.0,-69.0,-100.0,-57.0,-62.0,-63.0,-73.0,-46.0,-50.0,-55.0,-63.0,-67.0,-100.0,-55.0,-67.0,-100.0,-100.0,-61.0,-66.0,-74.0,-87.0,-56.0,-73.0,-78.0,-100.0,-57.0,-62.0,-64.0,-73.0,-45.0,-50.0,-55.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-76.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-82.0,-91.0,-100.0,-70.0,-87.0,-100.0,-100.0,-83.0,-100.0,-86.0,-84.0,-85.0,-69.0,-100.0,-82.0,-100.0,-80.0,-100.0,-100.0,-100.0,-78.0,-61.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213335,39.0,24.0,15.73309065151515,-9.573454321212122,-24.492727048484852,-0.2899104013939394,0.8839662633333334,9.9702827,0.0015785499396969698,-9.209257212121221e-05,-0.00450983312,-0.0884077859873121,0.029070578928980358,-2.0241694565975306,1021.1530964848483,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-100.0,-70.0,-59.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-58.0,-69.0,-100.0,-100.0,-58.0,-72.0,-66.0,-88.0,-55.0,-75.0,-80.0,-100.0,-58.0,-63.0,-68.0,-73.0,-53.0,-63.0,-62.0,-61.0,-100.0,-100.0,-58.0,-69.0,-100.0,-100.0,-61.0,-72.0,-65.0,-89.0,-57.0,-75.0,-81.0,-100.0,-59.0,-63.0,-68.0,-73.0,-53.0,-63.0,-62.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-71.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-81.0,-69.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-77.0,-84.0,-100.0,-100.0,-85.0,-100.0,-85.0,-80.0,-79.0,-100.0,-87.0,-85.0,-100.0,-82.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-90.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213350,40.0,24.0,13.770545218181818,-3.8149090321212125,-26.230181430303034,-0.34876602918787875,1.137672325151515,9.94429396060606,0.004229334698363636,-0.00017354122393939376,-0.004731965799636364,-0.11382416513833128,0.035078447758022546,-1.626401795762958,1021.1510287878788,-100.0,-100.0,-89.0,-67.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-71.0,-67.0,-67.0,-60.0,-100.0,-100.0,-100.0,-78.0,-100.0,-76.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-88.0,-61.0,-73.0,-100.0,-100.0,-66.0,-74.0,-75.0,-100.0,-59.0,-65.0,-78.0,-100.0,-57.0,-67.0,-63.0,-76.0,-55.0,-59.0,-56.0,-57.0,-65.0,-88.0,-54.0,-73.0,-100.0,-100.0,-66.0,-74.0,-78.0,-100.0,-60.0,-65.0,-78.0,-100.0,-57.0,-67.0,-62.0,-76.0,-56.0,-60.0,-56.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-87.0,-100.0,-100.0,-76.0,-63.0,-63.0,-100.0,-100.0,-100.0,-100.0,-77.0,-79.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-86.0,-100.0,-100.0,-87.0,-100.0,-86.0,-82.0,-83.0,-100.0,-85.0,-86.0,-100.0,-72.0,-100.0,-91.0,-100.0,-100.0,-57.0,-100.0,-89.0,-100.0,-90.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
