Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,f0:b0:52:6a:1f:cc,f0:b0:52:6a:20:c8,f0:b0:52:6a:20:cc,f4:28:53:71:29:24,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,88:36:6c:95:5e:2e,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t8,86:25:19:04:e1:e0,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:r3,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:c2,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:b9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,f0:b0:52:6a:26:78,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9
2021.01.16 155754,58.0,24.0,24.876785476190477,-0.2142857092857143,-26.205356767857147,-0.06794972421309524,0.6712743095833333,9.649445166666666,0.0032797646488095236,1.090841696428646e-05,-0.0037851828616071435,-0.06946114432953648,0.007024312582347296,-1.5051856679575784,1015.8116219047619,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-79.0,-82.0,-100.0,-48.0,-73.0,-75.0,-100.0,-100.0,-72.0,-65.0,-75.0,-39.0,-100.0,-100.0,-55.0,-79.0,-81.0,-100.0,-50.0,-72.0,-76.0,-100.0,-100.0,-75.0,-65.0,-75.0,-39.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-46.0,-42.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-60.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-42.0,-100.0,-100.0,-100.0,-79.0,-89.0,-79.0,-88.0,-100.0,-100.0,-100.0,-100.0,-56.0,-56.0,-100.0,-81.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-78.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-55.0,-59.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-74.0,-100.0,-55.0,-60.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-78.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155810,59.0,24.0,22.0753291497006,-1.1935329091017963,-26.575328958083833,-0.09946689439161677,0.6546206233532933,9.69653112275449,0.003134799484131736,-0.0019203846958083832,-7.681528622754503e-05,-0.06740433301129736,0.010253053515958482,-1.542478912604783,1015.8283328143713,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-78.0,-81.0,-100.0,-48.0,-72.0,-100.0,-100.0,-100.0,-80.0,-62.0,-77.0,-30.0,-72.0,-100.0,-61.0,-79.0,-100.0,-100.0,-50.0,-70.0,-100.0,-100.0,-63.0,-79.0,-62.0,-79.0,-30.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-40.0,-34.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-82.0,-100.0,-62.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-34.0,-79.0,-100.0,-100.0,-84.0,-90.0,-83.0,-88.0,-100.0,-100.0,-100.0,-100.0,-53.0,-52.0,-100.0,-82.0,-100.0,-61.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-59.0,-61.0,-100.0,-100.0,-100.0,-61.0,-100.0,-69.0,-100.0,-100.0,-62.0,-55.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-69.0,-100.0,-59.0,-61.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-85.0,-69.0,-71.0,-71.0,-85.0,-84.0,-81.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155825,60.0,24.0,20.585795227272726,0.9371590675568182,-27.920795073863633,-0.1716615408619318,0.6996102251704546,9.719833076704544,0.00015271636221590913,-0.0004338531536931818,-0.004387123129261364,-0.07185294957492835,0.017681135012026016,-1.4238734766840935,1015.829473409091,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-76.0,-100.0,-100.0,-48.0,-58.0,-100.0,-100.0,-57.0,-68.0,-64.0,-77.0,-32.0,-75.0,-100.0,-65.0,-74.0,-100.0,-100.0,-48.0,-57.0,-100.0,-100.0,-61.0,-69.0,-62.0,-78.0,-32.0,-36.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-36.0,-38.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-76.0,-100.0,-62.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-38.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-54.0,-100.0,-79.0,-100.0,-54.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-85.0,-54.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-54.0,-74.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-84.0,-78.0,-57.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-57.0,-58.0,-100.0,-60.0,-58.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-73.0,-100.0,-61.0,-61.0,-75.0,-76.0,-100.0,-69.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155857,62.0,24.0,26.287673994186044,3.1060464575581395,-28.238720517441866,-0.1787856193627907,0.6948196101744186,9.656678520348837,0.0024612186127906974,-0.0025322495340116278,-0.000976674079651163,-0.07181779189078609,0.01852207078610618,-1.3729753397231879,1015.8884418023257,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-81.0,-100.0,-100.0,-48.0,-62.0,-100.0,-100.0,-100.0,-76.0,-68.0,-76.0,-100.0,-100.0,-83.0,-63.0,-82.0,-100.0,-100.0,-49.0,-63.0,-100.0,-100.0,-100.0,-76.0,-67.0,-76.0,-100.0,-32.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-32.0,-34.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-67.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-35.0,-78.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-44.0,-100.0,-80.0,-100.0,-56.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-80.0,-100.0,-66.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-75.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-64.0,-64.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-76.0,-72.0,-59.0,-59.0,-77.0,-81.0,-100.0,-72.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155948,65.0,24.0,38.1929819005848,8.699298100584796,-28.43929792397661,-0.07742652235438596,0.5690779451461988,9.660379730994153,0.003861668672807017,0.00032150792573099377,0.0012645982666666669,-0.05890879832338864,0.00807004508133116,-1.3038970524804634,1015.8945330994153,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-76.0,-100.0,-100.0,-42.0,-62.0,-100.0,-90.0,-62.0,-69.0,-59.0,-75.0,-30.0,-100.0,-100.0,-58.0,-75.0,-100.0,-100.0,-41.0,-63.0,-100.0,-90.0,-100.0,-70.0,-62.0,-76.0,-31.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-39.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-69.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-40.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-56.0,-100.0,-100.0,-100.0,-62.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-82.0,-62.0,-74.0,-100.0,-100.0,-86.0,-100.0,-53.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-60.0,-60.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-73.0,-73.0,-79.0,-78.0,-76.0,-75.0,-100.0,-76.0,-90.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160005,66.0,24.0,36.99072223493976,6.099397486746988,-31.801806855421685,-0.1936851488975904,0.6514969002409638,9.623262954819277,0.0011554922144578312,-0.001619160975602409,-0.0019466729972891562,-0.06761218614158138,0.020129976182592515,-1.3466334465038345,1015.903291325301,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-62.0,-82.0,-100.0,-100.0,-45.0,-56.0,-100.0,-100.0,-100.0,-81.0,-64.0,-82.0,-100.0,-75.0,-83.0,-61.0,-81.0,-81.0,-100.0,-44.0,-57.0,-100.0,-100.0,-100.0,-81.0,-65.0,-81.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-63.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-85.0,-100.0,-70.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-60.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-74.0,-61.0,-78.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-49.0,-73.0,-100.0,-100.0,-100.0,-70.0,-100.0,-64.0,-73.0,-81.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-76.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-77.0,-100.0,-69.0,-81.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160020,67.0,24.0,39.85226464088398,1.5228728985635356,-34.29944711049725,-0.19100703067403316,0.5265921024309391,9.653619657458563,0.002770830899447514,-0.004890296951933702,-0.005099543354696133,-0.054595293358832724,0.019750037368513,-1.483258248692718,1015.9032796685084,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-84.0,-65.0,-82.0,-80.0,-100.0,-39.0,-63.0,-100.0,-100.0,-65.0,-79.0,-100.0,-76.0,-43.0,-73.0,-83.0,-64.0,-82.0,-79.0,-100.0,-43.0,-63.0,-100.0,-100.0,-65.0,-80.0,-100.0,-75.0,-44.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-62.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-83.0,-100.0,-71.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-61.0,-74.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-52.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-76.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-75.0,-74.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-82.0,-78.0,-80.0,-93.0,-66.0,-87.0,-100.0,-100.0,-100.0,-83.0,-100.0,-78.0,-100.0,-100.0,-84.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160035,68.0,24.0,41.492068379310346,-2.6968965017241375,-37.594827206896554,-0.09004399978908045,0.5886433891954023,9.677432011494254,0.009327982392816092,0.000582779414367816,-0.004785111102873563,-0.060722977907835714,0.00931666322996817,-1.5801734677676498,1015.9208283333332,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-77.0,-100.0,-100.0,-54.0,-54.0,-100.0,-100.0,-63.0,-72.0,-63.0,-77.0,-40.0,-100.0,-100.0,-63.0,-76.0,-100.0,-100.0,-51.0,-55.0,-100.0,-100.0,-60.0,-73.0,-63.0,-79.0,-40.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-58.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-72.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-69.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-60.0,-100.0,-72.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-75.0,-75.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-88.0,-67.0,-79.0,-81.0,-86.0,-85.0,-100.0,-88.0,-77.0,-79.0,-100.0,-100.0,-88.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160107,70.0,24.0,30.71132488554217,-3.621325241566265,-37.80252973493977,-0.16459415496024096,0.9846803528313252,9.690906292168675,0.004323895583433734,-0.0019466730015060241,-0.0038602267611445784,-0.10129983242915333,0.017028213681299642,-1.561606782028474,1015.9164716867468,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-83.0,-100.0,-100.0,-52.0,-59.0,-100.0,-100.0,-69.0,-78.0,-100.0,-76.0,-47.0,-100.0,-100.0,-64.0,-82.0,-80.0,-100.0,-53.0,-60.0,-100.0,-100.0,-71.0,-79.0,-100.0,-76.0,-47.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-66.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-91.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-51.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-59.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-65.0,-81.0,-75.0,-55.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-73.0,-73.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-81.0,-75.0,-75.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-81.0,-80.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160158,73.0,24.0,32.26650843786982,4.854319465680473,-34.109467053254434,-0.09590973657633137,0.7774213699408284,9.73095649408284,0.001749460313609468,-9.036467455621323e-05,-0.003202524392899408,-0.07970839608791308,0.009871321771818747,-1.3376257518339438,1015.8992611834319,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-82.0,-100.0,-100.0,-49.0,-53.0,-100.0,-100.0,-64.0,-81.0,-65.0,-78.0,-46.0,-81.0,-100.0,-65.0,-82.0,-100.0,-100.0,-50.0,-55.0,-100.0,-100.0,-65.0,-82.0,-64.0,-78.0,-46.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-70.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-90.0,-100.0,-71.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-83.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-77.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-81.0,-100.0,-100.0,-100.0,-72.0,-100.0,-60.0,-68.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-90.0,-89.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-83.0,-77.0,-100.0,-100.0,-79.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-84.0,-87.0,-100.0,-63.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160248,75.0,24.0,43.713033207865166,10.352022269662921,-29.59011197191011,-0.1662759630674157,0.6184841703370786,9.649103558988765,0.0034318272441011236,-0.0027420299410112364,-0.004842308191853933,-0.06401029630993185,0.01722095374146438,-1.2939293103271656,1015.9210937078653,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-81.0,-100.0,-100.0,-100.0,-68.0,-82.0,-100.0,-100.0,-40.0,-51.0,-100.0,-100.0,-64.0,-83.0,-67.0,-82.0,-50.0,-77.0,-100.0,-68.0,-82.0,-84.0,-100.0,-40.0,-51.0,-100.0,-100.0,-63.0,-82.0,-70.0,-83.0,-52.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-74.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-60.0,-83.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-77.0,-65.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-61.0,-62.0,-66.0,-77.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-70.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-81.0,-82.0,-100.0,-69.0,-84.0,-73.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 160304,76.0,24.0,38.19664624550899,5.069461008383234,-30.678682179640717,-0.0648441575760479,0.6777311217964073,9.663786505988025,0.005669707395209581,-0.0008120483577844312,-0.0040492684263473055,-0.07003232698419133,0.006720365769512255,-1.3828598396506853,1015.9304573652694,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-78.0,-86.0,-100.0,-35.0,-41.0,-83.0,-100.0,-71.0,-78.0,-72.0,-84.0,-56.0,-100.0,-100.0,-70.0,-80.0,-87.0,-100.0,-34.0,-43.0,-100.0,-100.0,-71.0,-75.0,-71.0,-85.0,-56.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-61.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-82.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-83.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-73.0,-72.0,-75.0,-66.0,-100.0,-80.0,-79.0,-88.0,-81.0,-79.0,-76.0,-100.0,-100.0
