Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:i9,88:36:6c:88:5b:3e,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:k6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:j4
2021.01.30 155454,33.0,24.0,21.43947342105263,-32.504209938596496,-38.71210464035089,-4.780379689473685,8.692372675438596,0.1347094612385965,0.0033794138183333325,-0.002653287825087719,0.0027419812036842102,-1.0675446934867323,1.5427463964412087,1.4656092022594653,1016.1158649122807,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-70.0,-55.0,-100.0,-48.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-89.0,-100.0,-60.0,-53.0,-100.0,-100.0,-54.0,-55.0,-63.0,-75.0,-61.0,-75.0,-100.0,-100.0,-100.0,-75.0,-60.0,-62.0,-27.0,-28.0,-59.0,-61.0,-100.0,-54.0,-84.0,-100.0,-53.0,-55.0,-63.0,-75.0,-62.0,-75.0,-100.0,-100.0,-100.0,-75.0,-59.0,-63.0,-26.0,-28.0,-57.0,-61.0,-100.0,-73.0,-89.0,-83.0,-61.0,-59.0,-61.0,-84.0,-78.0,-64.0,-82.0,-73.0,-90.0,-67.0,-100.0,-89.0,-62.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155504,34.0,24.0,24.432109743119263,-32.450091376146794,-39.221834330275236,-4.702179972477063,8.73009710091743,0.026974032620183483,0.0008790743591743122,-1.6381373577981695e-05,0.0015531387855045875,-1.0762590585498635,1.5652814053614206,1.4110511377317096,1016.1206026605504,-100.0,-85.0,-91.0,-79.0,-91.0,-100.0,-70.0,-52.0,-100.0,-50.0,-87.0,-100.0,-61.0,-100.0,-100.0,-100.0,-92.0,-100.0,-62.0,-49.0,-83.0,-100.0,-49.0,-56.0,-64.0,-74.0,-64.0,-73.0,-100.0,-90.0,-68.0,-70.0,-59.0,-64.0,-31.0,-30.0,-64.0,-59.0,-100.0,-48.0,-83.0,-100.0,-49.0,-56.0,-100.0,-74.0,-64.0,-73.0,-100.0,-89.0,-68.0,-70.0,-60.0,-63.0,-31.0,-30.0,-64.0,-59.0,-100.0,-67.0,-88.0,-100.0,-66.0,-64.0,-65.0,-86.0,-85.0,-100.0,-83.0,-100.0,-90.0,-59.0,-100.0,-91.0,-64.0,-83.0,-84.0,-100.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-91.0,-100.0,-88.0,-78.0,-100.0,-100.0,-100.0,-82.0,-91.0,-83.0,-87.0,-100.0,-100.0,-100.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155514,35.0,24.0,25.835134864864866,-29.22054016216217,-34.97945908108108,-4.605592537837838,8.782372554054053,0.11708219463423425,0.00192495186036036,-0.003172190204324325,0.0021802110803603603,-1.08746760600322,1.5454193858413008,1.285652308850675,1016.1183965765767,-100.0,-100.0,-100.0,-78.0,-88.0,-100.0,-68.0,-49.0,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-44.0,-100.0,-100.0,-54.0,-55.0,-64.0,-78.0,-100.0,-72.0,-74.0,-100.0,-63.0,-74.0,-63.0,-66.0,-32.0,-28.0,-59.0,-61.0,-73.0,-43.0,-100.0,-100.0,-54.0,-55.0,-64.0,-78.0,-100.0,-73.0,-74.0,-100.0,-63.0,-73.0,-63.0,-66.0,-32.0,-28.0,-57.0,-61.0,-100.0,-70.0,-100.0,-80.0,-68.0,-100.0,-68.0,-100.0,-81.0,-59.0,-100.0,-70.0,-88.0,-73.0,-100.0,-87.0,-62.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-78.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-89.0,-90.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155524,36.0,24.0,24.718908700000004,-27.5569087,-27.6823633,-4.738596339090909,8.7122872,0.10780766516181818,0.004319483772636364,-0.003460662732181818,0.0004978552272727273,-1.07227670062672,1.5481657602570273,1.2485057700764048,1016.1245127272728,-77.0,-86.0,-100.0,-100.0,-89.0,-100.0,-73.0,-52.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-55.0,-85.0,-100.0,-100.0,-52.0,-64.0,-72.0,-61.0,-69.0,-76.0,-90.0,-64.0,-72.0,-63.0,-65.0,-32.0,-33.0,-59.0,-63.0,-100.0,-53.0,-84.0,-100.0,-100.0,-52.0,-65.0,-72.0,-62.0,-69.0,-100.0,-91.0,-63.0,-72.0,-62.0,-65.0,-33.0,-33.0,-56.0,-63.0,-100.0,-64.0,-89.0,-75.0,-69.0,-68.0,-69.0,-100.0,-78.0,-100.0,-100.0,-75.0,-86.0,-66.0,-100.0,-87.0,-67.0,-100.0,-100.0,-100.0,-74.0,-88.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-80.0,-86.0,-100.0,-100.0,-79.0,-100.0,-84.0,-100.0,-84.0,-100.0,-100.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155534,37.0,24.0,22.870269981981977,-27.245405126126126,-20.524324099099093,-4.812470783783784,8.671761391891891,0.09656908449009012,0.00344385997963964,-0.005070825345045044,0.0036110665400000005,-1.0636927737846031,1.5510278618013538,1.2316406396058228,1016.1089327927926,-100.0,-83.0,-100.0,-77.0,-100.0,-100.0,-71.0,-63.0,-100.0,-55.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-92.0,-70.0,-100.0,-49.0,-84.0,-100.0,-54.0,-60.0,-100.0,-78.0,-100.0,-68.0,-100.0,-89.0,-59.0,-66.0,-59.0,-58.0,-35.0,-33.0,-58.0,-64.0,-100.0,-50.0,-100.0,-100.0,-54.0,-61.0,-100.0,-78.0,-100.0,-68.0,-100.0,-89.0,-59.0,-66.0,-59.0,-58.0,-36.0,-34.0,-58.0,-64.0,-100.0,-65.0,-100.0,-77.0,-66.0,-100.0,-66.0,-87.0,-81.0,-100.0,-100.0,-100.0,-87.0,-64.0,-100.0,-86.0,-70.0,-100.0,-100.0,-100.0,-73.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-76.0,-84.0,-100.0,-100.0,-85.0,-84.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-85.0,-76.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155553,39.0,24.0,18.44419329032258,-23.841773983870965,-18.99241916129032,-4.73158902983871,8.71774762096774,0.13817282599677425,0.0019029831959677412,-0.005323532993709678,0.0020289593240322575,-1.0730736371009582,1.541640934444243,1.292654397026185,1016.097536532258,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-64.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-72.0,-79.0,-52.0,-100.0,-100.0,-52.0,-63.0,-100.0,-80.0,-57.0,-70.0,-73.0,-100.0,-59.0,-65.0,-57.0,-58.0,-43.0,-46.0,-58.0,-55.0,-71.0,-53.0,-100.0,-100.0,-49.0,-63.0,-100.0,-81.0,-62.0,-70.0,-73.0,-100.0,-59.0,-65.0,-56.0,-58.0,-44.0,-45.0,-61.0,-55.0,-100.0,-57.0,-90.0,-68.0,-67.0,-100.0,-67.0,-84.0,-79.0,-100.0,-100.0,-74.0,-84.0,-60.0,-100.0,-86.0,-79.0,-100.0,-74.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-85.0,-86.0,-59.0,-100.0,-100.0,-73.0,-100.0,-80.0,-100.0,-100.0,-83.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155604,40.0,24.0,15.547118423728815,-28.19186411864407,-18.692542161016952,-5.270204671186442,8.413846885593221,0.04825072436949152,-0.00475483015101695,-0.0014657970201694913,0.005222224916271187,-1.0110053187709744,1.5616386037761882,1.661873426477788,1016.0985366949153,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-73.0,-62.0,-66.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-91.0,-76.0,-74.0,-53.0,-100.0,-100.0,-53.0,-59.0,-76.0,-85.0,-62.0,-70.0,-75.0,-89.0,-56.0,-65.0,-100.0,-66.0,-48.0,-43.0,-65.0,-66.0,-100.0,-51.0,-100.0,-100.0,-51.0,-59.0,-77.0,-84.0,-62.0,-70.0,-74.0,-88.0,-53.0,-65.0,-100.0,-66.0,-48.0,-43.0,-66.0,-66.0,-100.0,-53.0,-88.0,-72.0,-72.0,-73.0,-73.0,-100.0,-81.0,-100.0,-91.0,-67.0,-83.0,-64.0,-100.0,-82.0,-70.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-79.0,-85.0,-100.0,-100.0,-86.0,-85.0,-57.0,-100.0,-100.0,-72.0,-90.0,-84.0,-100.0,-100.0,-83.0,-78.0,-85.0,-90.0,-89.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155614,41.0,24.0,9.433928385714285,-30.428035285714287,-21.38732111607143,-5.279760728571428,8.401702674107144,-0.018213591694642855,-0.0016485508382142852,-0.001552601267857143,0.0038925205980357147,-1.0094586259552412,1.5743478376950537,1.9413316015686308,1016.1156529464286,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-72.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-79.0,-59.0,-100.0,-100.0,-53.0,-56.0,-70.0,-80.0,-53.0,-70.0,-100.0,-88.0,-58.0,-62.0,-60.0,-67.0,-51.0,-54.0,-58.0,-59.0,-71.0,-60.0,-100.0,-100.0,-51.0,-56.0,-70.0,-80.0,-55.0,-70.0,-100.0,-88.0,-58.0,-61.0,-60.0,-67.0,-50.0,-55.0,-59.0,-59.0,-100.0,-60.0,-89.0,-69.0,-69.0,-75.0,-69.0,-83.0,-75.0,-82.0,-100.0,-65.0,-84.0,-59.0,-100.0,-85.0,-75.0,-100.0,-100.0,-100.0,-66.0,-100.0,-67.0,-100.0,-100.0,-100.0,-90.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-86.0,-86.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-87.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155624,42.0,24.0,8.757391128695653,-29.99791263478261,-24.98034747826087,-5.0625171173913035,8.536464126086955,0.19920366499478265,0.0034135681083478256,-0.0027377652342608695,0.0021471915493913047,-1.0348691204319829,1.5315202028855033,1.8474155374195265,1016.1185105217392,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-76.0,-74.0,-100.0,-67.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-90.0,-73.0,-100.0,-56.0,-100.0,-100.0,-56.0,-62.0,-73.0,-78.0,-59.0,-67.0,-100.0,-90.0,-54.0,-63.0,-62.0,-66.0,-49.0,-52.0,-57.0,-57.0,-73.0,-54.0,-85.0,-100.0,-54.0,-63.0,-72.0,-78.0,-58.0,-67.0,-100.0,-90.0,-53.0,-63.0,-62.0,-67.0,-51.0,-52.0,-57.0,-57.0,-100.0,-49.0,-86.0,-70.0,-68.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-62.0,-86.0,-63.0,-100.0,-86.0,-79.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-90.0,-100.0,-64.0,-68.0,-100.0,-100.0,-100.0,-87.0,-100.0,-80.0,-81.0,-88.0,-81.0,-100.0,-88.0,-100.0,-88.0,-89.0,-83.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155634,43.0,24.0,10.81729702792793,-30.922702252252257,-26.697296945945947,-4.941114506306307,8.602996144144145,0.16322051783963964,0.0009233529612612609,-0.005791756404774775,0.002444368935315315,-1.0489943467818938,1.537826234155947,1.7700174885827142,1016.1225754054053,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-74.0,-54.0,-100.0,-100.0,-59.0,-57.0,-100.0,-84.0,-57.0,-67.0,-100.0,-88.0,-58.0,-63.0,-59.0,-66.0,-48.0,-52.0,-58.0,-58.0,-68.0,-58.0,-100.0,-100.0,-59.0,-57.0,-72.0,-84.0,-55.0,-67.0,-100.0,-88.0,-57.0,-63.0,-60.0,-66.0,-49.0,-52.0,-57.0,-58.0,-100.0,-52.0,-88.0,-68.0,-68.0,-74.0,-69.0,-100.0,-71.0,-100.0,-100.0,-62.0,-86.0,-66.0,-100.0,-86.0,-81.0,-100.0,-68.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-83.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-81.0,-100.0,-71.0,-100.0,-77.0,-74.0,-100.0,-78.0,-100.0,-87.0,-100.0,-86.0,-88.0,-82.0,-100.0,-88.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155644,44.0,24.0,10.195861874999999,-29.432068534482756,-26.352930612068967,-5.071528137068966,8.532761939655172,0.09211765972758619,0.003052177633448277,-0.005374834887758621,0.004195696365517241,-1.0342256144202988,1.5527036364736229,1.7925057400917184,1016.1219325862069,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-80.0,-80.0,-56.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-79.0,-58.0,-88.0,-100.0,-56.0,-61.0,-69.0,-81.0,-59.0,-67.0,-78.0,-89.0,-47.0,-48.0,-60.0,-64.0,-57.0,-55.0,-58.0,-55.0,-63.0,-55.0,-100.0,-100.0,-62.0,-61.0,-69.0,-81.0,-59.0,-67.0,-78.0,-88.0,-47.0,-49.0,-60.0,-64.0,-57.0,-54.0,-57.0,-55.0,-100.0,-67.0,-88.0,-67.0,-71.0,-76.0,-71.0,-100.0,-68.0,-100.0,-100.0,-65.0,-80.0,-100.0,-100.0,-81.0,-100.0,-100.0,-62.0,-100.0,-70.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-90.0,-91.0,-64.0,-59.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-82.0,-89.0,-100.0,-100.0,-85.0,-100.0,-85.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155654,45.0,24.0,10.07384592905983,-29.805640581196577,-27.70717914529914,-5.0692732179487185,8.52975747863248,0.23508913664957265,-0.0015059968501709403,-0.0012786349641025637,0.0018600326632478635,-1.0338371212665851,1.524765728885292,1.771198206477695,1016.1126327350428,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-73.0,-56.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-81.0,-56.0,-100.0,-100.0,-58.0,-60.0,-100.0,-82.0,-56.0,-68.0,-100.0,-100.0,-47.0,-50.0,-59.0,-61.0,-57.0,-53.0,-56.0,-59.0,-100.0,-56.0,-100.0,-100.0,-54.0,-60.0,-100.0,-82.0,-55.0,-68.0,-100.0,-100.0,-48.0,-50.0,-58.0,-61.0,-58.0,-53.0,-57.0,-59.0,-100.0,-61.0,-87.0,-70.0,-75.0,-82.0,-75.0,-85.0,-71.0,-100.0,-100.0,-59.0,-80.0,-100.0,-100.0,-81.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-75.0,-80.0,-100.0,-75.0,-100.0,-83.0,-100.0,-82.0,-100.0,-77.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
