Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:f7,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:f2,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:b4,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m6,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:e7
2021.01.30 164949,33.0,24.0,9.261428384821428,24.163392517857144,-47.868749321428574,5.2020109366071425,-7.557165021428572,3.696888575,-0.001330421020446428,0.0006257877265178562,0.002940006987053572,0.8694953923778874,-0.9529471642204693,-1.5671108226690973,1016.8260601785714,-86.0,-100.0,-79.0,-85.0,-100.0,-100.0,-74.0,-56.0,-48.0,-100.0,-100.0,-100.0,-100.0,-41.0,-100.0,-100.0,-50.0,-52.0,-70.0,-83.0,-74.0,-79.0,-86.0,-73.0,-72.0,-67.0,-31.0,-39.0,-64.0,-59.0,-69.0,-44.0,-100.0,-100.0,-53.0,-70.0,-82.0,-60.0,-75.0,-79.0,-87.0,-71.0,-73.0,-71.0,-67.0,-30.0,-39.0,-65.0,-60.0,-100.0,-69.0,-100.0,-100.0,-75.0,-100.0,-57.0,-59.0,-57.0,-48.0,-88.0,-67.0,-71.0,-88.0,-80.0,-73.0,-73.0,-100.0,-100.0,-100.0,-62.0,-100.0,-76.0,-83.0,-100.0,-65.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-71.0,-100.0,-91.0,-66.0,-88.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-63.0,-78.0,-87.0,-100.0,-100.0,-100.0,-84.0,-92.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-85.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164959,34.0,24.0,5.304615317094018,20.091794649572645,-50.252306905982906,5.194368956410257,-7.605649247863248,3.595934741025642,0.0011367678023931629,-0.005768625078376067,0.0035034165746153853,0.8776167733037573,-0.9651942864442483,-1.7015603312060363,1016.8390925641025,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-76.0,-52.0,-49.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-61.0,-62.0,-68.0,-84.0,-72.0,-100.0,-87.0,-71.0,-74.0,-63.0,-43.0,-35.0,-67.0,-58.0,-71.0,-46.0,-100.0,-100.0,-62.0,-69.0,-84.0,-59.0,-71.0,-100.0,-87.0,-71.0,-71.0,-74.0,-63.0,-44.0,-35.0,-66.0,-58.0,-100.0,-76.0,-100.0,-100.0,-72.0,-77.0,-61.0,-55.0,-61.0,-60.0,-86.0,-71.0,-71.0,-89.0,-82.0,-72.0,-73.0,-80.0,-100.0,-100.0,-66.0,-100.0,-100.0,-81.0,-100.0,-68.0,-86.0,-89.0,-90.0,-70.0,-93.0,-92.0,-72.0,-78.0,-100.0,-66.0,-85.0,-86.0,-86.0,-100.0,-88.0,-100.0,-100.0,-59.0,-91.0,-100.0,-100.0,-64.0,-73.0,-100.0,-84.0,-86.0,-100.0,-85.0,-91.0,-100.0,-86.0,-86.0,-100.0,-90.0,-100.0,-85.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165010,35.0,24.0,3.224736787192983,17.78789457017544,-49.567894114035084,5.141999192982456,-7.639227794736842,3.6052528140350875,0.0006255152177192982,-0.0003381621830701756,0.0023450258036842105,0.8827064591541625,-0.9593613027480611,-1.772041566539229,1016.8554788596491,-100.0,-100.0,-84.0,-86.0,-100.0,-100.0,-79.0,-53.0,-48.0,-100.0,-100.0,-88.0,-100.0,-45.0,-86.0,-100.0,-60.0,-56.0,-64.0,-81.0,-71.0,-77.0,-100.0,-68.0,-74.0,-58.0,-42.0,-38.0,-61.0,-55.0,-77.0,-45.0,-88.0,-100.0,-56.0,-65.0,-81.0,-60.0,-72.0,-78.0,-100.0,-67.0,-68.0,-73.0,-58.0,-42.0,-38.0,-62.0,-55.0,-100.0,-67.0,-100.0,-100.0,-74.0,-74.0,-62.0,-60.0,-62.0,-59.0,-100.0,-70.0,-66.0,-86.0,-83.0,-71.0,-72.0,-81.0,-100.0,-84.0,-68.0,-82.0,-100.0,-70.0,-100.0,-69.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-72.0,-78.0,-95.0,-69.0,-86.0,-85.0,-86.0,-100.0,-87.0,-100.0,-100.0,-61.0,-100.0,-80.0,-100.0,-70.0,-70.0,-85.0,-82.0,-100.0,-100.0,-87.0,-88.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165020,36.0,24.0,0.2846153746153845,17.24769223076923,-46.72512736752137,5.029511869230769,-7.839633346153845,3.3158864427350427,0.003679429248376068,-0.0034661327559829063,0.004709483864615385,0.9155869341304159,-0.988066356915694,-1.8136864707001255,1016.8631897435895,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-51.0,-100.0,-100.0,-92.0,-100.0,-50.0,-100.0,-100.0,-62.0,-56.0,-66.0,-84.0,-73.0,-82.0,-100.0,-69.0,-72.0,-56.0,-43.0,-41.0,-61.0,-56.0,-73.0,-49.0,-100.0,-100.0,-56.0,-64.0,-84.0,-59.0,-73.0,-82.0,-100.0,-60.0,-69.0,-73.0,-57.0,-42.0,-41.0,-61.0,-56.0,-100.0,-66.0,-100.0,-100.0,-80.0,-100.0,-63.0,-59.0,-63.0,-66.0,-100.0,-78.0,-60.0,-100.0,-100.0,-77.0,-100.0,-80.0,-100.0,-81.0,-64.0,-75.0,-100.0,-82.0,-100.0,-71.0,-86.0,-84.0,-85.0,-71.0,-100.0,-100.0,-63.0,-100.0,-100.0,-71.0,-87.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-84.0,-100.0,-72.0,-69.0,-100.0,-86.0,-100.0,-100.0,-83.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-82.0,-79.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165031,37.0,24.0,-7.588965390517242,13.915344573275863,-33.854999474137934,5.32653905,-7.58993368362069,3.4115113698275867,0.002471876786465518,-0.0014057904801724136,-0.0010520576367241384,0.8759449437774461,-1.001142669854493,-1.9628859511737167,1016.7932754310343,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-78.0,-58.0,-60.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-57.0,-62.0,-100.0,-85.0,-70.0,-100.0,-100.0,-66.0,-69.0,-67.0,-44.0,-38.0,-56.0,-59.0,-100.0,-43.0,-100.0,-100.0,-62.0,-100.0,-85.0,-56.0,-69.0,-100.0,-100.0,-65.0,-66.0,-68.0,-67.0,-44.0,-38.0,-54.0,-59.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-61.0,-55.0,-62.0,-100.0,-100.0,-100.0,-66.0,-86.0,-100.0,-100.0,-64.0,-84.0,-100.0,-100.0,-69.0,-77.0,-71.0,-82.0,-100.0,-69.0,-83.0,-89.0,-88.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-69.0,-84.0,-68.0,-86.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-75.0,-70.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-83.0,-88.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165041,38.0,24.0,-6.2383927732142865,10.942499772321428,-28.336071,5.183968379464285,-7.634914819642858,3.532260790178572,-0.001259516806428572,-0.00477382470267857,0.00791419552919643,0.882973136646407,-0.9728417433798313,-2.013566544013364,1016.8052033928572,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-75.0,-60.0,-58.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-55.0,-62.0,-79.0,-100.0,-74.0,-84.0,-100.0,-70.0,-71.0,-59.0,-47.0,-39.0,-57.0,-56.0,-76.0,-52.0,-100.0,-100.0,-62.0,-79.0,-100.0,-67.0,-73.0,-84.0,-100.0,-61.0,-69.0,-71.0,-59.0,-45.0,-39.0,-58.0,-56.0,-100.0,-57.0,-100.0,-100.0,-75.0,-100.0,-66.0,-58.0,-66.0,-55.0,-100.0,-76.0,-60.0,-84.0,-100.0,-75.0,-100.0,-78.0,-100.0,-82.0,-100.0,-77.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-65.0,-85.0,-90.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-76.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165051,39.0,24.0,-4.41421045,11.472104978070176,-23.478947,5.16188849385965,-7.6094884,3.6233358894736845,0.0005612139119298243,-0.0020367961618421053,0.003813245751666666,0.8786366937453287,-0.9589890079540119,-1.9102011197491695,1016.8214762280703,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-83.0,-64.0,-65.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-60.0,-58.0,-79.0,-85.0,-73.0,-100.0,-100.0,-65.0,-67.0,-65.0,-50.0,-47.0,-62.0,-57.0,-100.0,-54.0,-100.0,-100.0,-58.0,-100.0,-86.0,-57.0,-72.0,-100.0,-100.0,-62.0,-65.0,-66.0,-65.0,-50.0,-47.0,-61.0,-57.0,-100.0,-59.0,-100.0,-100.0,-60.0,-100.0,-69.0,-57.0,-69.0,-56.0,-100.0,-100.0,-62.0,-85.0,-88.0,-71.0,-66.0,-86.0,-100.0,-100.0,-100.0,-76.0,-100.0,-84.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-84.0,-78.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-84.0,-83.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-77.0,-75.0,-100.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165102,40.0,24.0,-0.2812499925,16.916785571428573,-19.766785455357144,5.149294150000001,-7.629335318750001,3.595367041071429,0.008116173941160714,-0.006890036451428571,0.0033763394105357143,0.8820303923317364,-0.9612086441900048,-1.4548933559230395,1016.831415,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-75.0,-64.0,-65.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-52.0,-58.0,-71.0,-86.0,-75.0,-100.0,-100.0,-65.0,-70.0,-65.0,-55.0,-53.0,-56.0,-60.0,-80.0,-53.0,-100.0,-100.0,-58.0,-72.0,-85.0,-56.0,-75.0,-100.0,-100.0,-61.0,-65.0,-70.0,-65.0,-58.0,-53.0,-55.0,-60.0,-100.0,-57.0,-100.0,-100.0,-75.0,-100.0,-72.0,-56.0,-73.0,-50.0,-100.0,-100.0,-59.0,-88.0,-100.0,-70.0,-69.0,-81.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-71.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-82.0,-88.0,-81.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-82.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165112,41.0,24.0,3.6796459672566364,21.891504256637166,-22.790442247787606,5.252699915044248,-7.5643404504424785,3.599866328318584,0.008251562272477876,-0.007423288487433628,-0.0009361104353097345,0.8710448377955277,-0.9699378261523964,-1.2645352751807828,1016.8564311504424,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-80.0,-76.0,-72.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-56.0,-61.0,-75.0,-100.0,-73.0,-100.0,-100.0,-60.0,-69.0,-63.0,-56.0,-45.0,-53.0,-62.0,-79.0,-60.0,-100.0,-100.0,-61.0,-75.0,-100.0,-56.0,-73.0,-100.0,-100.0,-56.0,-60.0,-69.0,-63.0,-56.0,-45.0,-53.0,-62.0,-100.0,-60.0,-100.0,-100.0,-71.0,-100.0,-70.0,-56.0,-70.0,-56.0,-100.0,-81.0,-56.0,-83.0,-100.0,-70.0,-70.0,-87.0,-100.0,-73.0,-100.0,-71.0,-69.0,-100.0,-100.0,-100.0,-81.0,-84.0,-100.0,-100.0,-92.0,-100.0,-100.0,-73.0,-100.0,-100.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-84.0,-83.0,-90.0,-100.0,-100.0,-100.0,-78.0,-100.0,-77.0,-87.0,-80.0,-90.0,-89.0,-77.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165123,42.0,24.0,5.8694999150000005,24.288999725,-25.536999691666665,5.16241563,-7.623570549166668,3.6064362833333328,-0.002607783655833333,-0.00085846934,-0.0014131350619999996,0.8803689842422803,-0.9610252887010574,-1.2548307120800017,1016.87379825,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-81.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-87.0,-67.0,-100.0,-100.0,-56.0,-67.0,-70.0,-56.0,-49.0,-53.0,-61.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-86.0,-59.0,-67.0,-100.0,-100.0,-58.0,-56.0,-68.0,-70.0,-55.0,-49.0,-56.0,-61.0,-100.0,-55.0,-100.0,-100.0,-70.0,-100.0,-72.0,-58.0,-71.0,-100.0,-100.0,-100.0,-56.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-63.0,-79.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-84.0,-68.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-73.0,-100.0,-100.0,-87.0,-89.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165134,43.0,24.0,5.694495324770641,22.949724550458708,-30.206971972477064,5.172863688073394,-7.596067487155963,3.6238996614678896,0.00044878411339449543,-0.002491086276146788,0.0003847610441284403,0.8771291457184958,-0.9598736872366809,-1.3959903334258894,1016.8650650458716,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-67.0,-68.0,-100.0,-88.0,-62.0,-100.0,-100.0,-60.0,-100.0,-62.0,-59.0,-56.0,-55.0,-57.0,-83.0,-54.0,-100.0,-100.0,-68.0,-100.0,-88.0,-55.0,-62.0,-100.0,-100.0,-56.0,-59.0,-100.0,-62.0,-58.0,-56.0,-55.0,-57.0,-100.0,-49.0,-100.0,-100.0,-65.0,-100.0,-75.0,-56.0,-76.0,-68.0,-100.0,-83.0,-56.0,-82.0,-100.0,-69.0,-69.0,-100.0,-100.0,-76.0,-100.0,-73.0,-64.0,-100.0,-100.0,-100.0,-82.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-78.0,-80.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-79.0,-62.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-77.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165144,44.0,24.0,5.060172337931035,21.12465488793103,-29.90172375862069,5.246950033620689,-7.588777868103449,3.5409053931034484,0.001940002803017241,-0.003880848052586207,0.006715410521982758,0.8756023321686119,-0.9770857922989746,-1.4301116281542285,1016.8593726724138,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-76.0,-100.0,-71.0,-100.0,-91.0,-100.0,-100.0,-67.0,-100.0,-100.0,-58.0,-65.0,-79.0,-88.0,-63.0,-100.0,-100.0,-47.0,-65.0,-66.0,-65.0,-62.0,-54.0,-56.0,-100.0,-67.0,-100.0,-100.0,-65.0,-78.0,-87.0,-55.0,-63.0,-100.0,-100.0,-45.0,-47.0,-62.0,-67.0,-64.0,-62.0,-54.0,-56.0,-100.0,-60.0,-100.0,-100.0,-63.0,-100.0,-76.0,-55.0,-76.0,-60.0,-100.0,-100.0,-46.0,-84.0,-100.0,-71.0,-70.0,-91.0,-100.0,-71.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-71.0,-100.0,-100.0,-83.0,-73.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-78.0,-100.0,-85.0,-84.0,-85.0,-74.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
