Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ia:ct:de:06,00:1a:ia:ct:de:09,00:1a:ia:ct:de:10,00:1a:ia:ct:de:16,00:1a:ia:ct:de:17,00:1a:ia:ct:de:18,00:1a:ia:ct:de:19,00:1a:ia:ct:de:23,00:1a:ia:ct:de:24,00:1a:ia:ct:de:29,00:1a:ia:ct:de:30,00:1a:ia:ct:de:31,00:1a:ia:ct:de:32,00:1a:ia:ct:de:36,00:1a:ia:ct:de:39,00:1a:ia:ct:de:40,00:1a:ia:ct:de:44,00:1a:ia:ct:de:46,00:1a:ia:ct:de:47,00:1a:ia:ct:de:62,00:1a:ia:ct:de:63,00:1a:ia:ct:de:64,00:1a:ia:ct:de:65,00:1a:ia:ct:de:66,00:1a:ia:ct:de:67,00:1a:ia:ct:de:68,00:1a:ia:ct:de:69,00:1a:ia:ct:de:70,00:1a:ia:ct:de:71,00:1a:ia:ct:de:72,00:1a:ia:ct:de:74,00:1a:ia:ct:de:75,00:1a:ia:ct:de:76,00:1a:ia:ct:de:77,00:1a:ia:ct:de:78,00:1a:ia:ct:de:79,00:1a:ia:ct:de:80,00:1a:ia:ct:de:81,00:1a:ia:ct:de:82,00:1a:ia:ct:de:83,00:1a:ia:ct:de:84,00:1a:ia:ct:de:85,00:1a:ia:ct:de:86,00:1a:ia:ct:de:87,00:1a:ia:ct:de:89,00:1a:ia:ct:de:90,00:1a:ia:ct:de:91,00:1a:ia:ct:de:92,00:1a:ia:ct:de:93,00:1a:ia:ct:de:94,00:1a:ia:ct:de:95,00:1a:ia:ct:de:96,00:1a:ia:ct:de:97,00:1a:ia:ct:de:98,00:1a:ia:ct:de:99,00:1a:ia:ct:df:01,00:1a:ia:ct:df:02,00:1a:ia:ct:df:03,00:1a:ia:ct:df:04,00:1a:ia:ct:df:05,00:1a:ia:ct:df:06,00:1a:ia:ct:df:07,00:1a:ia:ct:df:08,00:1a:ia:ct:df:09,00:1a:ia:ct:df:10,00:1a:ia:ct:df:11,00:1a:ia:ct:df:12,00:1a:ia:ct:df:13,00:1a:ia:ct:df:15,00:1a:ia:ct:de:07,94:f6:65:00:06:7c,88:57:1d:0b:2b:53,00:1a:ia:ct:de:58,00:1a:ia:ct:de:59,00:1a:ia:ct:de:35,00:1a:ia:ct:df:14,00:1a:ia:ct:de:57,00:1a:ia:ct:de:73,00:1a:ia:ct:de:88,88:3c:1c:7c:d0:74,00:23:eb:22:cc:77,50:64:2b:74:9e:a9,94:f6:65:40:06:7c,00:1a:ia:ct:de:51,00:1a:ia:ct:de:21,00:1a:ia:ct:de:34,00:1a:ia:ct:de:53,00:1a:ia:ct:de:05,00:1a:ia:ct:de:12,00:1a:ia:ct:de:13,00:1a:ia:ct:de:26,00:1a:ia:ct:de:27,00:1a:ia:ct:de:33,00:1a:ia:ct:de:50,00:1a:ia:ct:de:38,00:1a:ia:ct:df:16,00:1a:ia:ct:df:17,00:1a:ia:ct:de:41,00:1a:ia:ct:de:14,00:1a:ia:ct:de:20,00:1a:ia:ct:de:28,00:1a:ia:ct:de:45,00:1a:ia:ct:de:56,00:1a:ia:ct:de:42,00:1a:ia:ct:de:54,00:1a:ia:ct:de:61
2021.02.12 114054,29.0,9.0,16.59487153846154,0.9287179323076923,-33.41230717948718,-0.2231996181145299,0.023103728882051283,10.013941756410258,-0.004699302793333334,-0.0037334777944444445,-0.0002488987991452983,-0.00229095484757595,0.022297498901895973,-1.504588841373085,1017.8528382051283,-90.0,-80.0,-72.0,-54.0,-50.0,-75.0,-85.0,-100.0,-72.0,-54.0,-51.0,-75.0,-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-67.0,-87.0,-73.0,-86.0,-90.0,-74.0,-79.0,-65.0,-68.0,-67.0,-72.0,-79.0,-52.0,-70.0,-68.0,-85.0,-74.0,-87.0,-89.0,-74.0,-79.0,-66.0,-69.0,-67.0,-73.0,-79.0,-52.0,-70.0,-64.0,-69.0,-68.0,-72.0,-65.0,-73.0,-72.0,-77.0,-67.0,-76.0,-64.0,-69.0,-67.0,-73.0,-65.0,-73.0,-72.0,-78.0,-67.0,-75.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114107,30.0,9.0,18.104210333333334,3.5052630964912286,-31.534736271929827,-0.2023582261052631,-0.03622915791228071,10.01924198245614,-0.0037709138298245614,-0.002934928800263157,-0.0018241509821052633,0.003603226074716868,0.020142549027865615,-1.3770551650147689,1017.8573108771932,-100.0,-77.0,-100.0,-48.0,-57.0,-79.0,-100.0,-80.0,-100.0,-47.0,-57.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-90.0,-69.0,-100.0,-80.0,-100.0,-83.0,-75.0,-84.0,-67.0,-76.0,-68.0,-79.0,-83.0,-56.0,-72.0,-69.0,-100.0,-100.0,-100.0,-83.0,-75.0,-84.0,-67.0,-77.0,-68.0,-80.0,-83.0,-56.0,-72.0,-72.0,-80.0,-69.0,-79.0,-67.0,-78.0,-77.0,-82.0,-68.0,-83.0,-71.0,-81.0,-69.0,-78.0,-67.0,-78.0,-77.0,-82.0,-68.0,-82.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114119,31.0,9.0,23.01642833928571,1.3794642632142857,-30.1274995625,-0.25973606276785716,0.15958269099285713,10.005973669642858,0.0008953540328571439,-0.007947487855714285,0.001158505931071429,-0.015933831486628504,0.025960330535391565,-1.4857842145221574,1017.8491384821428,-100.0,-82.0,-85.0,-50.0,-58.0,-80.0,-87.0,-82.0,-86.0,-50.0,-58.0,-80.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-90.0,-81.0,-100.0,-88.0,-78.0,-100.0,-70.0,-83.0,-73.0,-82.0,-86.0,-62.0,-76.0,-71.0,-90.0,-81.0,-100.0,-88.0,-78.0,-100.0,-70.0,-83.0,-74.0,-100.0,-100.0,-61.0,-76.0,-69.0,-78.0,-73.0,-82.0,-71.0,-77.0,-82.0,-100.0,-72.0,-81.0,-69.0,-77.0,-73.0,-83.0,-71.0,-77.0,-82.0,-100.0,-73.0,-81.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114131,32.0,9.0,23.349310094827587,2.02655169112069,-30.251378836206893,-0.22374085160344825,0.13610213978793104,10.009451564655174,-0.011973063916034482,-0.001476040035,0.00037780960689655184,-0.013616714011170627,0.0223506629479053,-1.462100990887346,1017.8396955172415,-100.0,-84.0,-100.0,-55.0,-61.0,-83.0,-100.0,-83.0,-100.0,-55.0,-61.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-90.0,-68.0,-88.0,-86.0,-100.0,-89.0,-77.0,-100.0,-77.0,-83.0,-73.0,-100.0,-100.0,-63.0,-77.0,-68.0,-88.0,-86.0,-100.0,-90.0,-77.0,-100.0,-76.0,-83.0,-71.0,-100.0,-100.0,-63.0,-77.0,-73.0,-78.0,-79.0,-85.0,-75.0,-82.0,-84.0,-100.0,-73.0,-100.0,-73.0,-78.0,-78.0,-85.0,-76.0,-82.0,-84.0,-100.0,-74.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114143,33.0,9.0,19.72539108695652,3.101739092173913,-30.459651652173907,-0.23699156577391303,0.11677814988521741,10.017604078260868,-0.0010048733309565214,-0.0023877127226956518,0.0001973891708695654,-0.011666478862060079,0.023632675970135134,-1.3882634349491285,1017.8369948695652,-100.0,-88.0,-100.0,-58.0,-61.0,-80.0,-100.0,-86.0,-100.0,-58.0,-62.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-85.0,-83.0,-100.0,-88.0,-79.0,-100.0,-76.0,-89.0,-74.0,-87.0,-100.0,-64.0,-78.0,-69.0,-85.0,-83.0,-100.0,-89.0,-80.0,-100.0,-75.0,-88.0,-74.0,-88.0,-100.0,-65.0,-79.0,-69.0,-80.0,-79.0,-85.0,-77.0,-83.0,-83.0,-100.0,-72.0,-100.0,-69.0,-80.0,-77.0,-86.0,-77.0,-82.0,-83.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114156,34.0,9.0,17.21210506140351,4.787894649999999,-30.860525921052627,-0.25667045989473686,-0.022199548219298256,10.020544109649121,0.0006873305705263159,0.00013547279578947412,-0.0038550099005263154,0.0022000112603185653,0.02558852585130612,-1.2876813171202677,1017.828736842105,-100.0,-100.0,-100.0,-57.0,-71.0,-80.0,-87.0,-100.0,-100.0,-57.0,-72.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-82.0,-100.0,-87.0,-76.0,-100.0,-76.0,-85.0,-77.0,-88.0,-100.0,-68.0,-84.0,-100.0,-89.0,-81.0,-100.0,-100.0,-75.0,-100.0,-76.0,-85.0,-77.0,-88.0,-100.0,-68.0,-84.0,-75.0,-83.0,-81.0,-85.0,-82.0,-86.0,-89.0,-100.0,-100.0,-100.0,-75.0,-82.0,-80.0,-85.0,-83.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114207,35.0,9.0,19.997521831858407,0.30690264734513273,-31.401769433628324,-0.33899117429203535,-0.02195105126902655,10.00601338938053,-0.0013638242707964597,-0.006383979603716815,0.0003891807356637168,0.002161800906173388,0.03389580552342582,-1.5569689632517048,1017.8291657522125,-100.0,-100.0,-100.0,-61.0,-73.0,-80.0,-100.0,-80.0,-100.0,-59.0,-73.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-64.0,-88.0,-84.0,-100.0,-91.0,-85.0,-100.0,-82.0,-86.0,-79.0,-87.0,-100.0,-70.0,-82.0,-66.0,-88.0,-83.0,-100.0,-89.0,-85.0,-100.0,-81.0,-86.0,-79.0,-88.0,-100.0,-72.0,-82.0,-69.0,-81.0,-76.0,-86.0,-79.0,-84.0,-100.0,-100.0,-80.0,-100.0,-69.0,-81.0,-79.0,-86.0,-100.0,-85.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114241,36.0,9.0,24.452419112903225,-3.4059676879032255,-30.080806000000003,-0.36906587733870966,0.27290871046774196,10.000634822580645,0.0015853923962903227,-0.0018354924846774195,0.0008296733821774199,-0.027270319015388483,0.036909540724610085,-1.6786395974697605,1017.8124035483871,-100.0,-79.0,-78.0,-68.0,-70.0,-82.0,-100.0,-80.0,-79.0,-67.0,-71.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-85.0,-100.0,-100.0,-86.0,-100.0,-84.0,-88.0,-77.0,-100.0,-100.0,-72.0,-84.0,-73.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-76.0,-89.0,-100.0,-72.0,-83.0,-68.0,-81.0,-79.0,-100.0,-80.0,-84.0,-86.0,-100.0,-100.0,-100.0,-68.0,-82.0,-79.0,-100.0,-81.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-87.0,-92.0,-85.0,-90.0,-86.0,-84.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114259,36.0,10.0,-1.3927558888188978,20.398582456692914,-35.488345960629914,-0.389493839448819,0.22164951917952752,10.003374362204728,-0.0024603678903937012,-0.0009184575193700791,-0.001158393025511811,-0.022134306615101153,0.03893158526167152,0.12865676266493228,1017.8052227559058,-100.0,-77.0,-79.0,-69.0,-76.0,-100.0,-100.0,-100.0,-79.0,-68.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-90.0,-88.0,-100.0,-100.0,-87.0,-100.0,-83.0,-89.0,-75.0,-100.0,-100.0,-74.0,-82.0,-77.0,-100.0,-88.0,-100.0,-90.0,-88.0,-100.0,-83.0,-89.0,-75.0,-88.0,-100.0,-75.0,-82.0,-74.0,-82.0,-84.0,-86.0,-82.0,-87.0,-100.0,-100.0,-80.0,-100.0,-73.0,-82.0,-84.0,-87.0,-84.0,-87.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114312,36.0,11.0,-4.435263095614036,19.562631333333332,-36.61947319298245,-0.3401130335964913,0.1728078333157895,10.008320710526316,0.0018715517422807008,-0.003240361530175439,0.003164581731842105,-0.017344997386987245,0.03389465632196368,0.2727235863475423,1017.7989521929826,-100.0,-74.0,-83.0,-61.0,-75.0,-84.0,-100.0,-74.0,-100.0,-59.0,-76.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-91.0,-88.0,-100.0,-85.0,-100.0,-100.0,-86.0,-100.0,-72.0,-100.0,-100.0,-72.0,-85.0,-67.0,-100.0,-89.0,-100.0,-84.0,-100.0,-100.0,-86.0,-100.0,-72.0,-100.0,-100.0,-72.0,-85.0,-73.0,-82.0,-82.0,-100.0,-81.0,-88.0,-100.0,-100.0,-83.0,-100.0,-73.0,-82.0,-81.0,-100.0,-100.0,-87.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-86.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-85.0,-94.0,-100.0,-100.0,-86.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114324,36.0,12.0,-6.009557422123893,19.473982097345136,-36.6817693539823,-0.19431764855752215,0.1945507194017699,10.006924513274335,0.0028419559711504415,-0.0026377000334513274,-0.001600185691681415,-0.019448072346076088,0.019408640989506225,0.32002392252989575,1017.7986305309735,-100.0,-78.0,-100.0,-65.0,-79.0,-100.0,-100.0,-79.0,-100.0,-65.0,-78.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-70.0,-100.0,-100.0,-76.0,-100.0,-80.0,-100.0,-86.0,-100.0,-86.0,-86.0,-100.0,-86.0,-100.0,-70.0,-100.0,-100.0,-76.0,-100.0,-73.0,-82.0,-86.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-82.0,-85.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-87.0,-93.0,-87.0,-100.0,-91.0,-100.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114337,36.0,13.0,-3.738151178151261,20.300672042016807,-38.61075593277312,-0.282544547517647,0.15896777514957985,10.010201449579831,0.0006110963457142866,0.0011567784173949582,0.0004029453749579837,-0.015869643310028162,0.028190425535988706,0.22483090483466117,1017.7967784873947,-100.0,-75.0,-79.0,-68.0,-85.0,-100.0,-100.0,-74.0,-79.0,-67.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-88.0,-100.0,-85.0,-100.0,-100.0,-84.0,-100.0,-68.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-68.0,-100.0,-100.0,-78.0,-100.0,-70.0,-86.0,-87.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-70.0,-86.0,-86.0,-100.0,-87.0,-100.0,-90.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-88.0,-100.0,-88.0,-100.0,-89.0,-88.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114349,36.0,14.0,-2.316521692,20.227304078260868,-43.135303773913044,-0.24313340129913044,0.08073911019130438,10.004716730434781,0.0017466762180869564,-0.009181596680086956,-0.0019379829759130426,-0.008029696269279683,0.024291400662522077,0.1605587661266327,1017.7900953043479,-100.0,-68.0,-100.0,-75.0,-82.0,-100.0,-100.0,-69.0,-100.0,-75.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-83.0,-100.0,-83.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-85.0,-100.0,-71.0,-88.0,-86.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-85.0,-100.0,-100.0,-89.0,-83.0,-90.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114401,36.0,15.0,-3.301578897631579,19.017368219298245,-45.893683605263156,-0.22533486470701755,0.2105281628070175,10.002251030701755,-0.0018579412114035085,-0.0035886617136842106,0.004064804816315788,-0.02099412315619059,0.022566799471397808,0.21164354580666936,1017.7836331578948,-100.0,-72.0,-78.0,-77.0,-100.0,-89.0,-100.0,-72.0,-78.0,-78.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-88.0,-88.0,-100.0,-82.0,-100.0,-73.0,-100.0,-100.0,-80.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-84.0,-100.0,-74.0,-100.0,-100.0,-80.0,-100.0,-71.0,-82.0,-82.0,-100.0,-90.0,-100.0,-91.0,-100.0,-100.0,-100.0,-70.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-84.0,-100.0,-100.0,-100.0,-82.0,-100.0,-81.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-76.0,-87.0,-91.0,-90.0,-100.0,-100.0,-100.0
2021.02.12 114413,36.0,16.0,-5.106315733333333,20.895262938596492,-45.155262684210534,-0.24751340815789474,0.005586641089473684,10.002713135964912,-0.0016168100998245612,-0.0024794591245614036,0.0013105523822807017,-0.0005534188024109329,0.024734113344987978,0.2876498620761068,1017.7807582456142,-100.0,-68.0,-75.0,-80.0,-84.0,-100.0,-100.0,-67.0,-75.0,-79.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-88.0,-100.0,-91.0,-88.0,-100.0,-79.0,-100.0,-75.0,-100.0,-100.0,-82.0,-100.0,-85.0,-100.0,-89.0,-100.0,-90.0,-87.0,-100.0,-81.0,-100.0,-75.0,-100.0,-100.0,-81.0,-100.0,-73.0,-79.0,-85.0,-100.0,-86.0,-100.0,-100.0,-100.0,-83.0,-100.0,-73.0,-79.0,-86.0,-100.0,-86.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-85.0,-94.0,-100.0,-100.0,-83.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-89.0,-90.0
2021.02.12 114424,36.0,17.0,-4.223999929565217,21.853043182608697,-45.90939043478261,-0.30086665438608695,-0.026191283732173914,10.0103588826087,-0.0008986356831304351,-0.005596083156782608,-0.002230136105130435,0.0026333526577792146,0.030062440295672885,0.25043799239008324,1017.7797112173913,-100.0,-68.0,-100.0,-83.0,-85.0,-100.0,-100.0,-68.0,-100.0,-82.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-79.0,-100.0,-75.0,-100.0,-100.0,-79.0,-100.0,-84.0,-100.0,-100.0,-100.0,-89.0,-86.0,-100.0,-79.0,-90.0,-74.0,-90.0,-100.0,-78.0,-100.0,-72.0,-78.0,-79.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-72.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-84.0,-93.0,-100.0,-95.0,-89.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114437,36.0,18.0,-0.9850434633913044,21.909391113043476,-43.43530379999999,-0.3210618402608696,0.09343917688347826,10.005070634782607,0.0019113443260869566,-0.003699745035913043,-2.0397772434782395e-05,-0.009353857340908623,0.03209068439091025,0.10508220516874088,1017.7754259130434,-100.0,-61.0,-73.0,-100.0,-83.0,-100.0,-100.0,-61.0,-73.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-79.0,-85.0,-78.0,-87.0,-100.0,-76.0,-87.0,-83.0,-100.0,-85.0,-100.0,-89.0,-100.0,-100.0,-78.0,-85.0,-79.0,-87.0,-100.0,-77.0,-87.0,-65.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-65.0,-75.0,-79.0,-100.0,-100.0,-100.0,-85.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
