Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,70:5d:cc:b6:d1:c8,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:v7,88:36:6c:51:f3:22,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f3,70:5d:cc:05:03:10,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:l2,ea:d8:d1:b4:cf:21,32:24:a9:c6:2d:75,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:i9,70:5d:cc:b1:75:50,00:1a:ac:a0:de:f9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,72:5d:cc:4b:31:60,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,00:1a:ac:a0:de:j1,00:1b:ad:a1:df:a8,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:1b:31:60,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4
2021.05.22 150248,32.0,24.0,39.3690641294964,4.812949593525181,-37.1279131294964,-0.13757606328776978,0.6648677213956834,9.961027273381296,-0.0010326745845539566,0.00038310924517985604,0.0021120819291366912,-0.06676422889518593,0.013700270340412905,-1.384315698266887,1000.9037928776979,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-55.0,-58.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-47.0,-64.0,-100.0,-100.0,-55.0,-61.0,-100.0,-90.0,-62.0,-76.0,-100.0,-100.0,-100.0,-100.0,-72.0,-31.0,-37.0,-52.0,-63.0,-100.0,-100.0,-47.0,-64.0,-100.0,-100.0,-54.0,-61.0,-100.0,-89.0,-76.0,-100.0,-100.0,-70.0,-100.0,-72.0,-31.0,-37.0,-52.0,-63.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-69.0,-100.0,-69.0,-100.0,-66.0,-73.0,-100.0,-100.0,-100.0,-62.0,-66.0,-61.0,-90.0,-100.0,-100.0,-88.0,-88.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-100.0,-87.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150300,33.0,24.0,41.24533287407407,3.3857777311111112,-37.17777739259259,-0.23330877900444447,0.4931674061214814,9.95386941851852,0.005055859887755556,-0.00236710227962963,0.004104742927037037,-0.04964648776006433,0.023373092457013928,-1.4404275346685338,1000.8884222962964,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-57.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-44.0,-59.0,-100.0,-100.0,-55.0,-65.0,-100.0,-85.0,-59.0,-75.0,-100.0,-100.0,-74.0,-100.0,-73.0,-29.0,-36.0,-55.0,-56.0,-77.0,-76.0,-42.0,-59.0,-100.0,-100.0,-56.0,-65.0,-100.0,-84.0,-74.0,-100.0,-100.0,-100.0,-100.0,-73.0,0.0,-36.0,-55.0,-56.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-70.0,-100.0,-70.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-88.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-84.0,-91.0,-100.0,-88.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150311,34.0,24.0,41.305838890510955,-2.1376642027737227,-37.06379521167883,-0.1445128355547445,0.583469041970803,9.965321310218979,-0.0009712446080291966,-0.003408694601313869,0.001345990376277373,-0.058540392330555316,0.014466373914228649,-1.5688910049243565,1000.8869817518248,-61.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-49.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,0.0,-60.0,-100.0,-100.0,-100.0,-66.0,-100.0,-88.0,-57.0,-80.0,-100.0,-100.0,-100.0,-100.0,-74.0,-33.0,-42.0,0.0,-64.0,-78.0,-100.0,0.0,-60.0,-100.0,-100.0,-100.0,-66.0,-100.0,-88.0,-80.0,-100.0,-100.0,-100.0,-100.0,-73.0,-33.0,-42.0,0.0,-64.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-100.0,-57.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-86.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-91.0,-100.0,-82.0,-100.0,-90.0,-82.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150323,35.0,24.0,38.02534296946564,-5.638167833587787,-35.8044268778626,-0.23136736427480917,0.5987149198473282,9.960731515267176,-0.002487056148519084,-0.009472724789541984,0.003108810041221374,-0.06013742005381416,0.023136725458174273,-1.6624042760324842,1000.8900401526715,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-47.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-56.0,-100.0,-100.0,-59.0,-65.0,-100.0,-88.0,-58.0,-73.0,-100.0,-89.0,-66.0,-70.0,-73.0,-39.0,-38.0,-54.0,-64.0,-100.0,-100.0,-48.0,-56.0,-100.0,-100.0,-60.0,-65.0,-100.0,-88.0,-73.0,-100.0,-88.0,-66.0,-70.0,-74.0,-39.0,-38.0,-54.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-68.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-68.0,-100.0,-100.0,-100.0,-86.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-87.0,-78.0,-87.0,-87.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150334,36.0,24.0,32.990731333333336,-6.700975476422766,-33.91268243089432,-0.23646870289430896,0.5873564894308944,9.954635471544714,0.003140160377642277,-0.005036037462195121,0.0027899759325203262,-0.05914291984787797,0.023625819933907343,-1.7141111556107436,1000.88166699187,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-50.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-78.0,-42.0,-57.0,-100.0,-100.0,-53.0,-66.0,-80.0,-84.0,-60.0,-71.0,-100.0,-100.0,-60.0,-68.0,-74.0,-44.0,-46.0,-58.0,-68.0,-100.0,-78.0,-43.0,-57.0,-100.0,-100.0,-54.0,-66.0,-80.0,-84.0,-72.0,-100.0,-100.0,-61.0,-67.0,-74.0,-45.0,-47.0,-58.0,-68.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-67.0,-100.0,-67.0,-100.0,-61.0,-65.0,-100.0,-76.0,-77.0,-100.0,-100.0,-77.0,-88.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-100.0,-84.0,-100.0,-100.0,-84.0,-100.0,-100.0,-89.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150345,37.0,24.0,24.94292271538462,-6.833538355384616,-31.409999623076924,-0.32024346443076923,0.48080721569230767,9.964548080769232,-0.0036335674046615385,-0.004317172768384616,-0.0007597284830769226,-0.0482951551675796,0.032088467236070915,-1.7874705993212185,1000.8939114615386,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-63.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-50.0,-62.0,-100.0,-100.0,-58.0,-69.0,-100.0,-87.0,-64.0,-74.0,-82.0,-100.0,-63.0,-60.0,-73.0,-40.0,-51.0,-51.0,-58.0,-100.0,-100.0,-51.0,-62.0,-100.0,-100.0,-58.0,-69.0,-100.0,-86.0,-74.0,-73.0,-100.0,-62.0,-61.0,-73.0,-41.0,-51.0,-57.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-100.0,-64.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-100.0,-85.0,-100.0,-100.0,-86.0,-100.0,-87.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150356,38.0,24.0,21.916278790697678,-5.829302252713178,-27.429302007751936,-0.21418551409302322,0.6703227041860464,9.951459903100774,0.0019169284065891472,-0.004636301489767442,0.0035276567271317833,-0.06729739956384476,0.021513910425372026,-1.7527672634568325,1000.8884122480619,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-63.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-50.0,-67.0,-100.0,-100.0,-59.0,-68.0,-100.0,-85.0,-66.0,-77.0,-100.0,-100.0,-60.0,-68.0,-79.0,-47.0,-47.0,-58.0,-61.0,-78.0,-100.0,-49.0,-67.0,-100.0,-100.0,-61.0,-68.0,-100.0,-87.0,-77.0,-100.0,-100.0,-61.0,-68.0,-78.0,-48.0,-48.0,-56.0,-61.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-71.0,-100.0,-71.0,-100.0,-66.0,-67.0,-100.0,-100.0,-100.0,-59.0,-62.0,-72.0,-84.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-81.0,-100.0,-85.0,-81.0,-100.0,-76.0,-100.0,-100.0,-100.0,-65.0,-84.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150407,39.0,24.0,20.66090885606061,-2.989090854545455,-28.072726962121212,-0.29647289325757564,0.6736800031818182,9.945037609848484,0.002034236774174242,-0.004133058628560606,0.007062194601893938,-0.06762137062226728,0.029789773292246826,-1.6233533169284011,1000.8868565909091,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-67.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-54.0,-70.0,-100.0,-100.0,-61.0,-72.0,-100.0,-87.0,-64.0,-76.0,-100.0,-100.0,-65.0,-72.0,-74.0,-54.0,-57.0,-57.0,-56.0,-73.0,-100.0,-54.0,-70.0,-100.0,-100.0,-62.0,-72.0,-100.0,-87.0,-75.0,-100.0,-100.0,-66.0,-72.0,-74.0,-54.0,-57.0,-58.0,-57.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-66.0,-100.0,-66.0,-100.0,-58.0,-64.0,-100.0,-100.0,-100.0,-59.0,-60.0,-100.0,-89.0,-100.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-86.0,-100.0,-82.0,-100.0,-82.0,-82.0,-100.0,-76.0,-88.0,-100.0,-100.0,-100.0,-85.0,-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150419,40.0,24.0,19.406165203007518,3.26751875037594,-29.28496203759399,-0.3032088022781955,0.6275340252631579,9.965871834586467,0.002147182205616542,0.00042817968037594015,0.004323878516165414,-0.06294973114771497,0.03043582261000805,-1.2982443051230639,1000.8734034586466,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-69.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-59.0,-73.0,-100.0,-100.0,-66.0,-72.0,-83.0,-100.0,-61.0,-76.0,-100.0,-100.0,-61.0,-72.0,-75.0,-57.0,-60.0,-56.0,-60.0,-77.0,-100.0,-60.0,-73.0,-100.0,-100.0,-67.0,-72.0,-83.0,-100.0,-77.0,-100.0,-100.0,-61.0,-74.0,-75.0,-57.0,-60.0,-57.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-64.0,-100.0,-66.0,-70.0,-100.0,-100.0,-100.0,-59.0,-57.0,-83.0,-86.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-84.0,-75.0,-75.0,-84.0,-100.0,-87.0,-86.0,-100.0,-100.0,-63.0,-100.0,-100.0,-89.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150431,41.0,24.0,20.866323323529414,8.701764522794118,-29.12514667647059,-0.22655825297058824,0.6340250919852941,9.965183055147058,0.0003200573625,-0.004104475512352941,0.0018752843386029422,-0.06354641897932567,0.0227042558305102,-1.0869505107402802,1000.8673055882352,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-61.0,-75.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-64.0,-73.0,-100.0,-100.0,-56.0,-69.0,-74.0,-58.0,-61.0,-53.0,-58.0,0.0,-100.0,-62.0,-75.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-74.0,-100.0,-100.0,-56.0,-68.0,-74.0,-59.0,-61.0,-53.0,-58.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-59.0,-100.0,-59.0,-100.0,-64.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-84.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-85.0,-100.0,-84.0,-88.0,-100.0,-89.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150442,42.0,24.0,25.608461153846154,8.721692113846153,-31.46538406923077,-0.2994316910769231,0.5321920396923077,9.963940411538461,0.00041693894877692253,-0.005158286939230769,0.0061054571750000005,-0.053397539258003196,0.030048771095103895,-1.1698659383333647,1000.8725683076923,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-80.0,-100.0,-100.0,-100.0,-73.0,-84.0,-91.0,0.0,-72.0,-100.0,-100.0,-59.0,-71.0,-73.0,-59.0,-66.0,-56.0,-58.0,-100.0,-100.0,-60.0,-80.0,-100.0,-100.0,-100.0,-73.0,-83.0,-88.0,-72.0,-83.0,-90.0,-60.0,-71.0,-73.0,-59.0,-66.0,-56.0,-58.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-56.0,-100.0,-56.0,-100.0,0.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-90.0,-87.0,-100.0,-88.0,-100.0,-79.0,-88.0,-100.0,-100.0,-85.0,-100.0,-100.0,-65.0,-75.0,-76.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150454,43.0,24.0,27.075454174242427,7.923636232575758,-31.034999575757578,-0.22502555495454546,0.5356827104545455,9.967638056818183,-0.0003259243057045454,-0.005905493469999999,0.007330605146212122,-0.05372389317772375,0.02259208996617937,-1.2198097290414753,1000.878424469697,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-75.0,-100.0,-100.0,-100.0,-75.0,-85.0,-90.0,-100.0,-70.0,-82.0,-100.0,-51.0,-70.0,-78.0,-62.0,-68.0,-54.0,-56.0,-100.0,-100.0,-60.0,-75.0,-100.0,-100.0,-100.0,-75.0,-100.0,-90.0,-71.0,-100.0,-100.0,-51.0,-68.0,-78.0,-62.0,-68.0,-55.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-52.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-76.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-88.0,-100.0,-78.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-77.0,-77.0,-100.0,-67.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
